id,offset,pos,language,gloss,semfield
7598,01272033,n,9,any of numerous venomous aquatic viviparous snakes having a fin-like tail; of warm littoral seas; feed on fish which they immobilize with quick-acting venom,
7627,01277765,n,9,pygmy rattlesnake found in moist areas from the Great Lakes to Mexico; feeds on mice and small amphibians,
7642,01288316,n,9,a large class of arthropods including spiders and ticks and scorpions and daddy longlegs; have four pairs of walking legs and no wings,
7684,01296316,n,9,a northeastern tick now recognized as same species as Ixodes scapularis,
7686,01296660,n,9,feeds on dusky-footed woodrat and bites humans; principal vector for Lyme disease in western United States especially northern California,
7713,01301356,n,9,used in some classifications to encompass the millipedes (Diplopoda) and centipedes (Chilopoda); formerly a large taxon including also the Pauropoda and Symphyla; the term Myriapoda now usually used synonymously with Diplopoda and limited to the millipedes,
7732,01305211,n,9,any of various small spider-like marine arthropods having small thin bodies and long slender legs,
7737,01306041,n,9,large marine arthropod of the American Atlantic coast having a domed horseshoe-shaped carapace and stiff pointed tail; a living fossil related to the wood louse,
7794,01314907,n,9,North American grouse that feeds on evergreen buds and needles,
7807,01316889,n,9,any of several large turkey-like game birds of the family Cracidae; native to jungles of tropical America; resembling the curassows and valued as food,
7845,01323013,n,9,genus of Central and South American crested partridges resembling quails; sometimes placed in a distinct subfamily or isolated in a distinct family,
7856,01324539,n,9,a genus of Phasianidae,
68296,00363905,v,9,turn blue,
7888,01330025,n,9,pale gray Eurasian pigeon having black-striped wings from which most domestic species are descended,
7918,01334746,n,9,coextensive with the order Psittaciformes,
7920,01335275,n,9,commonly domesticated gray parrot with red-and-black tail and white face; native to equatorial Africa,
7969,01343039,n,9,term used in some classifications as nearly equivalent to the order Coraciiformes,
7979,01344854,n,9,small kingfisher with greenish-blue and orange plumage,
7986,01345872,n,9,colorful chiefly tropical Old World bird having a strong graceful flight; feeds on esp. bees,
8040,01354602,n,9,woodpeckers; jacamars; puffbirds; barbets; honey guides; toucans,
8041,01354894,n,9,any of numerous nonpasserine insectivorous climbing birds usually having strong bills for boring wood,
8088,01362453,n,9,swimming birds having heavy short-legged bodies and bills with a horny tip: swans; geese; ducks,
8099,01364892,n,9,any of various small short-necked dabbling river ducks of Europe and America,
8106,01365918,n,9,long-necked river duck of the Old and New Worlds having elongated central tail feathers,
8147,01372429,n,9,web-footed long-necked typically gregarious migratory aquatic birds usually larger and less aquatic than ducks,
8158,01374199,n,9,the best known variety of brant goose,
8163,01374921,n,9,large white South American bird intermediate in some respects between ducks and swans,
8184,01378363,n,9,any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk,
8214,01392331,n,9,any of various agile rat-like terrestrial marsupials of Australia and adjacent islands; insectivorous and herbivorous,
8218,01393140,n,9,any of several herbivorous leaping marsupials of Australia and New Guinea having large powerful hind legs and a long thick tail,
8275,01403412,n,9,not used technically; any animals kept for use or profit,
8276,01403546,n,9,mature male of various mammals of which the female is called `cow'; e.g. whales or elephants or especially cattle,
8327,01411217,n,9,a forked bone formed by the fusion of the clavicles of most birds,
8337,01412716,n,9,a supplementary feather (usually small) on the underside of the base of the shaft of some feathers in some birds,
8352,01414924,n,9,a part lying on the lower side or underneath an animal's body; 'the warbler has a white throat and underparts'; 'a woodland mouse with white underparts',
8390,01420112,n,9,a hard protective sheath as secreted by certain protoctists e.g.,
8396,01421416,n,9,primitive multicellular marine animal whose porous body is supported by a fibrous skeletal framework; usually occurs in sessile colonies,
8442,01429914,n,9,marine colonial polyp characterized by a calcareous skeleton; masses in a variety of shapes often forming reefs,
8460,01432794,n,9,biradially symmetrical hermaphroditic solitary marine animals resembling jellyfishes having for locomotion eight rows of cilia arranged like teeth in a comb,
8497,01439809,n,9,tadpole-shaped parasitic larva of a trematode worm; tail disappears in adult stage,
8505,01441021,n,9,ribbon-like flatworms that are parasitic in the intestines of humans and other vertebrates,
8548,01448428,n,9,hermaphroditic terrestrial and aquatic annelids having bristles borne singly along the length of the body,
8553,01449597,n,9,chiefly marine annelids possessing both sexes and having paired appendages (parapodia) bearing bristles,
8570,01453924,n,9,invertebrate having a soft unsegmented body usually enclosed in a shell,
8600,01459626,n,9,having short a smooth or spirally ridged shell with thick usually toothed outer lip and toothed operculum,
8611,01461219,n,9,type genus of the family Littorinidae: periwinkles,
8613,01461508,n,9,any of various usually marine gastropods with low conical shells; found clinging to rocks in littoral areas,
8671,01471467,n,9,marine clam having a long narrow curved thin shell,
8677,01472400,n,9,common edible European bivalve mollusk having a rounded shell with radiating ribs,
8711,01477856,n,9,inch-long mollusk imported accidentally from Europe; clogs utility inlet pipes and feeds on edible freshwater mussels,
8729,01480986,n,9,type genus and sole recent representative of the family Nautilidae,
8730,01481151,n,9,cephalopod of the Indian and Pacific oceans having a spiral shell with pale pearly partitions,
8781,01491071,n,9,marine crab with some legs flattened and fringed for swimming,
8804,01494756,n,9,any of several edible marine crustaceans of the families Homaridae and Nephropsidae and Palinuridae,
8874,01506021,n,9,in some older classifications includes the Branchiopoda and Copepoda and Ostracoda and Cirripedia; no longer in technical use,
8897,01510238,n,9,marine crustaceans with feathery food-catching appendages; free-swimming as larvae; as adults form a hard shell and live attached to submerged surfaces,
8955,01520938,n,9,small Old and New World herons,
8963,01522147,n,9,small white egret widely distributed in warm regions often found around grazing animals,
8991,01526775,n,9,any of numerous widely distributed small wading birds of the family Rallidae having short wings and very long toes for running on soft mud,
9017,01530858,n,9,type genus of the Otididae: European bustard,
9023,01531743,n,9,small quail-like terrestrial bird of southern Eurasia and North Africa that lacks a hind toe; classified with wading birds but inhabits grassy plains,
9074,01541484,n,9,large plover-like sandpiper of North American fields and uplands,
9078,01542056,n,9,any of several long-legged shorebirds having a loud whistling cry,
9108,01546723,n,9,stilt of southwestern United States to northern South America having black plumage extending from the head down the back of the neck,
9134,01551221,n,9,courser of desert and semidesert regions of the Old World,
9139,01551990,n,9,large-headed large-eyed crepuscular or nocturnal shorebird of the Old World and tropical America having a thickened knee joint,
9195,01560743,n,9,large somewhat primitive fish-eating diving bird of the northern hemisphere having webbed feet placed far back; related to the grebes,
9224,01565691,n,9,large voracious dark-colored long-necked seabird with a distensible pouch for holding fish; used in Asia to catch fish,
9255,01571030,n,9,type genus of the Procellariidae,
9265,01572527,n,9,any of various small petrels having dark plumage with paler underparts,
9298,01578765,n,9,large whale with a large cavity in the head containing spermaceti and oil; also a source of ambergris,
9312,01581563,n,9,the most common dolphin of North Atlantic and Mediterranean; often kept captive and trained to perform,
9322,01583054,n,9,small dark-colored whaled of United States Atlantic coast; the largest male acts as pilot or leader for the school,
9370,01591594,n,9,either of two large North Atlantic earless seals having snouts like trunks,
9372,01591889,n,9,medium-sized grayish to yellow seal with bristles each side of muzzle; of Arctic Ocean,
9391,01595188,n,9,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; 'the dog barked all night',
9425,01600701,n,9,an English breed slightly larger than the American foxhounds originally used to hunt in packs,
9431,01601431,n,9,a tall slender dog of an ancient breed noted for swiftness and keen sight; used as a racing dog,
9467,01607233,n,9,old German breed of sturdy black or grayish wire-haired terriers having a blunt muzzle ranging in size from fairly small to very large; used as ratters and guard dogs or police dogs,
9476,01608554,n,9,Irish breed of medium-sized terrier with an abundant coat any shade of wheat and very hairy head and muzzle,
9484,01609860,n,9,an English breed having a tightly curled black or liver-colored coat; retrieves game from land or water,
9523,01616436,n,9,developed in the area between Scotland and England usually having a black coat with white on the head and tip of tail used for herding both sheep and cattle,
9524,01616652,n,9,rough-coated breed used originally in Belgium for herding and guarding cattle,
9531,01617676,n,9,large powerful long-haired black-coated Swiss dog with deep tan or russet markings on legs and white blaze and feet and chest marking; formerly used for draft,
9575,01624311,n,9,Old World nocturnal canine mammal closely related to the dog; smaller than a wolf; sometimes hunts in a pack but usually singly or as a member of a pair,
9595,01627543,n,9,alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs,
9633,01633742,n,9,a desert-dwelling wildcat,
9640,01634866,n,9,slender long-legged African wildcat having large untufted ears and tawny black-spotted coat,
9689,01642869,n,9,sloth bears; in some classifications not a separate genus from Ursus,
9710,01646344,n,9,keen-sighted viverrine of southern Asia about the size of a ferret; often domesticated,
9746,01652476,n,9,any of numerous bats of northwest Africa or Philippines or Australia having a horseshoe-shaped leaf on the nose,
9748,01652807,n,9,a common bat of northwestern Australia having orange or yellow fur,
9750,01653149,n,9,any New or Old World carnivorous bat erroneously thought to suck blood but in fact feeding on insects,
93406,02531415,a,9,having calypters,
9806,01662373,n,9,the foot of a bird,
9809,01662778,n,9,having the the first and fourth toes of each foot directed backward and the second and third forward,
9861,01672965,n,9,beetle that ejects audibly a pungent vapor when disturbed,
9877,01675425,n,9,black-and-yellow beetle that feeds in adult and larval stages on potato leaves; originally of eastern Rocky Mountains; now worldwide,
9917,01682320,n,9,wormlike larva of various elaterid_beetles; feeds on roots of many crop plants,
9924,01683376,n,9,any of several families of mostly small beetles that feed on plants and plant products; esp. snout weevils and seed weevils,
9978,01692099,n,9,small tropical flea; the fertile female burrows under the skin of the host including humans,
9982,01693115,n,9,insects having usually a single pair of functional wings (anterior pair) with the posterior pair reduced to small knobbed structures and mouth parts adapted for sucking or lapping or piercing,
10036,01702206,n,9,flies whose larvae feed on pickles and imperfectly sealed preserves,
10038,01702458,n,9,any of various small moths or dipterous flies whose larvae burrow into and feed on leaf tissue esp. of the family Gracilariidae,
10092,01712022,n,9,honeybees; carpenter bees; bumblebees,
10095,01712578,n,9,a strain of bees that originated in Brazil in the 1950s as a cross between an aggressive African bee and a honeybee; retains most of the traits of the African bee; now spread as far north as Texas,
10149,01721300,n,9,any of various tiny insects whose larvae are parasites on eggs and larvae of other insects; many are beneficial in destroying injurious insects,
10160,01723223,n,9,social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers,
10205,01730954,n,9,New World migratory locusts and common American grasshoppers,
10210,01731865,n,9,large green long-horned grasshopper of North America; males produce shrill sounds by rubbing together special organs on the forewings,
10263,01741363,n,9,yellow or orange leaf bug with four black stripes down the back; widespread in central and eastern North America,
10286,01744916,n,9,any of various insects of the order Hemiptera and esp. of the suborder Heteroptera,
10383,01760890,n,9,small leaping herbivorous insect that lives in a mass of protective froth which it and its larvae secrete,
10323,01751139,n,9,a strain accidentally imported into Florida from the Middle East then spread to California where it is a very serious pest feeding on almost all vegetable crops and poinsettias,
10369,01758564,n,9,an insect that feeds on hemlocks; its egg sacs are small fuzzy white balls like artificial snow on a Christmas tree,
10385,01761240,n,9,a genus of Cercopidae,
10386,01761373,n,9,North American insect that severely damages grasses,
10413,01765621,n,9,slender insect with delicate membranous wings having an aquatic larval stage and terrestrial adult stage usually lasting less than two days,
10443,01770970,n,9,hairy-bodied insect whose larvae feed on freshwater sponges,
10447,01771587,n,9,slender-bodied non-stinging insect having iridescent wings that are outspread at rest; adults and nymphs feed on mosquitoes etc.,
10502,01781462,n,9,large Old World butterflies,
10504,01781738,n,9,large European butterfly the male of which has wings shaded with purple,
10530,01786513,n,9,any of numerous small moths having lightly fringed wings; larvae are leafrollers or live in fruits and galls,
10559,01791594,n,9,type genus of the Pyralidae,
10563,01792143,n,9,native to Europe; in America the larvae bore into the stem and crown of corn and other plants,
10602,01798797,n,9,European moth with white antler-like markings on the forewings; the larvae damage pastures and grasslands,
10618,01801505,n,9,moths whose larvae are tobacco hornworms or tomato hornworms,
10620,01801829,n,9,large green white-striped hawkmoth larva that feeds on tobacco and related plants; similar to tomato_hornworm,
10666,01810212,n,9,larvae of a gregarious North American moth that spins a carpet rather than a tent; serious defoliator of deciduous trees,
10673,01811249,n,9,a variety of webworm,
10678,01811851,n,9,a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth,
10701,01816091,n,9,sessile aquatic animal forming mosslike colonies of small polyps each having a curved or circular ridge bearing tentacles; attach to stones or seaweed and reproduce by budding,
10723,01820534,n,9,any starfish-like animal of the genera Euryale or Astrophyton or Gorgonocephalus having slender complexly branched interlacing arms radiating from a central disc,
10748,01824550,n,9,tentacular tubular process of most echinoderms (starfish and sea urchins and holothurians) having a sucker at the end and used for e.g. locomotion and respiration,
10824,01839038,n,9,very small dark grayish brown mouse resembling a house mouse; of Texas and Mexico,
10833,01840341,n,9,any of various small short-tailed rodents of the northern hemisphere having soft fur gray above and white below with well-furred tails and large ears; some are hosts for Ixodes pacificus and Ixodes scapularis (Lyme disease ticks),
10875,01847284,n,9,of low bogs and meadows of northeastern and central United States and southern Canada,
10889,01849692,n,9,small New World burrowing mouselike rodents with fur-lined cheek pouches and hind limbs and tail adapted to leaping; adapted to desert conditions: pocket mice; kangaroo mice; kangaroo rats,
10893,01850677,n,9,small rodent of open areas of United States plains states,
10894,01850844,n,9,large stiff-haired rodent of shortgrass prairies of United States,
10922,01855145,n,9,burrowing rodent of the family Geomyidae having large external cheek pouches; of Central America and southwestern North America,
10952,01860866,n,9,tail is white tipped,
10963,01862448,n,9,stocky coarse-furred burrowing rodent with a short bushy tail found throughout the northern hemisphere; hibernates in winter,
11011,01869894,n,9,furry shorlt-limbed tailless rodent resembling a true mole in habits and appearance; of eastern Europe and Middle East,
11012,01870086,n,9,mole rats; sand rats,
11014,01870367,n,9,African rodent resembling a mole in habits and appearance,
11022,01871556,n,9,in former classifications a major division of Mammalia comprising all hoofed mammals; now divided into the orders Perissodactyla (odd-toed ungulates) and Artiodactyla (even-toed ungulates),
11070,01879684,n,9,a light saddle horse trained for herding cattle,
11075,01880346,n,9,a hardy breed developed in western North America and characteristically having a spotted rump,
11120,01885832,n,9,a horse trained to a special gait in which both feet on one side leave the ground together,
11129,01886872,n,9,a spotted or calico horse or pony,
11138,01887955,n,9,any of several plain-colored equine mammals of Asia and northeast Africa,
11162,01891575,n,9,an order of hooved mammals of the subclass Eutheria (including pigs and peccaries and hippopotami and members of the suborder Ruminantia) having an even number of functional toes,
11189,01896238,n,9,any of various cud-chewing hoofed mammals having a stomach divided into four (occasionally three) compartments,
11243,01905798,n,9,small buffalo of the Celebes having small straight horns,
11246,01906268,n,9,large often savage buffalo of southern Africa having upward-curving horns; mostly in game reserves,
11291,01913145,n,9,any of numerous agile ruminants related to sheep but having a beard and straight horns,
11304,01915055,n,9,sure-footed mammal of mountainous northwestern North America,
11306,01915360,n,9,small goat antelope with small conical horns; of South Asian mountains,
11335,01920267,n,9,large forest antelope of central Africa having a reddish-brown coat with white stripes and spiral horns,
11362,01924521,n,9,large African antelope with long straight nearly upright horns,
11365,01925014,n,9,cow-like creature with the glossy coat of a horse and the agility of a goat and the long horns of an antelope; characterized as a cow that lives the life of a goat,
11422,01934236,n,9,domesticated llama with long silky fleece; believed to be a domesticated variety of the guanaco,
11427,01934997,n,9,tallest living quadruped; having a spotted coat and small horns and very long neck and legs; of savannahs of tropical Africa,
11480,01944183,n,9,nocturnal badger-like carnivore of wooded regions of Africa and southern Asia,
11490,01945550,n,9,carnivore of Central and South America resembling a weasel with a grayish-white back and dark underparts,
11534,01952612,n,9,any of several slow-moving arboreal mammals of South and Central America; they hang from branches back downward and feed on leaves and fruits,
11540,01953648,n,9,relatively small fast-moving sloth,
11544,01954257,n,9,gigantic extinct terrestrial sloth-like mammal of the Pliocene and Pleistocene in America,
11585,01960957,n,9,a sharp organ of offense or defense (as of a wasp or stingray or scorpion) often connected with a poison gland,
11593,01962492,n,9,symmetrical tail fin extending beyond the end of the vertebral column as in most bony fishes,
11621,01967613,n,9,extinct species of primitive hominid with upright stature but small brain; formerly Pithecanthropus erectus,
11646,01971994,n,9,fossil primates found in India,
11647,01972102,n,9,genus of Old World hominoids; Miocene and Pliocene,
11658,01973830,n,9,tiny (150 to 300 grams) extinct primate of 46 to 50 million years ago; fossils found in Algeria; considered by some authorities the leading candidate for the first anthropoid,
11704,01982027,n,9,tailless macaque of rocky cliffs and forests of northwestern Africa and Gibraltar,
11755,01990923,n,9,large-eyed arboreal prosimian having foxy faces and long furry tails,
11773,01993818,n,9,agile long-tailed nocturnal African lemur with dense woolly fur and large eyes and ears,
11779,01994759,n,9,extinct tiny nocturnal lower primates that fed on fruit and insects; abundant in North America and Europe 30 to 50 million years ago; probably gave rise to the tarsiers; some authorities consider them ancestral to anthropoids but others consider them only cousins,
11813,02000686,n,9,extinct elephants of Central and South America; of the Miocene and Pleistocene,
11824,02002591,n,9,raccoon-like omnivorous mammal of Mexico and the southwestern United States having a long bushy tail with black and white rings,
11865,02010286,n,9,any of numerous mostly freshwater bottom-living fishes of Eurasia and North America with barbels like whiskers around the mouth,
11898,02015895,n,9,a food fish of European Atlantic waters resembling the cod; sometimes placed in genus Gadus,
11925,02020036,n,9,family of brightly colored voracious eels of warm coastal waters; generally nonaggressive to humans but larger species are dangerous if provoked,
11959,02026565,n,9,small herring-like plankton-feeding fishes often canned whole or as paste; abundant in tropical waters worldwide,
11980,02030485,n,9,large fork-tailed trout of lakes of Canada and the northern United States,
11983,02031002,n,9,small trout of northern waters; landlocked populations in Quebec and northern New England,
12030,02038642,n,9,anglers and batfishes; spiny-finned marine fishes having pectoral fins at the ends of armlike processes and a long movable spine on the dorsal fin to lure prey to the large mouth,
12037,02040100,n,9,bottom-dwelling fish having scaleless slimy skin and a broad thick head with a wide mouth,
12039,02040387,n,9,frogfishes; tropical spiny-finned marine fishes having large nearly vertical mouths; related to toadfishes and anglers,
12082,02050143,n,9,found living within the alimentary canals of e.g. sea cucumbers or between the shells of pearl oysters in or near shallow seagrass beds,
12094,02052094,n,9,small but gamy pickerel of Atlantic coastal states,
12096,02052472,n,9,small carnivorous freshwater percoid fishes of North America usually having a laterally compressed body and metallic luster: crappies; black bass; bluegills; pumpkinseed,
12152,02062399,n,9,small red fishes of coral reefs and inshore tropical waters,
12156,02062938,n,9,found in West Indies; lives in mantle cavity of a living conch,
12192,02069200,n,9,fish having the habit of following ships; found in North and South American coastal waters,
12211,02072266,n,9,the more common dolphinfish valued as food; about six feet long,
12215,02072767,n,9,deep-bodied sooty-black pelagic spiny-finned fish of North Atlantic and North Pacific; valued for food,
12260,02080512,n,9,any of numerous marine percoid fishes especially (but not exclusively) of the family Sparidae,
12269,02082054,n,9,a genus of Sparidae,
12270,02082181,n,9,similar to sea bream; small spiny-finned fish found in bays along the southeastern coast of the United States,
12310,02089121,n,9,food and game fish of North American coastal waters with a mouth from which hooks easily tear out,
12327,02092147,n,9,small fishes having a silver stripe along each side; found along the Atlantic coast of the United States,
12332,02093002,n,9,any voracious marine fish of the genus Sphyraena having an elongated cylindrical body and large mouth with projecting lower jaw and long strong teeth,
12388,02101800,n,9,small pallid fishes of shoal tropical waters of North and South America having eyes on stalks atop head; they burrow in sand to await prey,
12407,02105239,n,9,small elongate fishes of shallow northern seas; a long dorsal fin consists entirely of spines,
12439,02110165,n,9,any of several small Indo-Australian freshwater fishes that catch insects by squirting water at them and knocking them into the water,
12447,02111463,n,9,snake mackerels; elongated oily-fleshed marine fishes resembling mackerels; found worldwide,
12456,02112997,n,9,important marine food and game fishes found in all tropical and temperate seas; some are at least partially endothermic and can thrive in colder waters,
12501,02121637,n,9,a genus of Istiophoridae,
12502,02121777,n,9,any of several large vigorous pelagic fishes resembling sailfishes but with first dorsal fin much reduced; worldwide but rare,
12540,02127801,n,9,shiny substance that resemble enamel and is secreted by the corium of certain fishes (especially ganoid_fishes) and composes the outer layer of their scales,
12559,02131302,n,9,scorpionfishes; sculpins; gurnards; greenlings; flying gurnards,
12563,02132342,n,9,any of numerous carnivorous usually bottom-dwelling warm-water marine fishes found worldwide but most abundant in the Pacific,
12617,02141245,n,9,sea robins having bony scutes on the body and barbels on the chin; found mostly on the continental slope,
12679,02151933,n,9,small food fishes of the Pacific coast of North America,
12686,02152859,n,9,left-eyed marine flatfish whose tail tapers to a point; of little commercial value,
12714,02156701,n,9,a surveying instrument consisting of a spirit level and a sighting tube; used to measure the angle of inclination of a line from the observer to the target,
12736,02160238,n,9,a short road giving access to an expressway; 'in England they call an access road a slip road',
12746,02161643,n,9,an analgesic for mild pain; also used as an antipyretic; (Datril and Tylenol and Panadol and Tempra and Anacin III are trademarks of brands of acetaminophen tablets),
12790,02168500,n,9,injects fuel into hot exhaust for extra thrust,
12793,02168860,n,9,an addition that was not included in the original plan; 'the garage was an afterthought',
12829,02174460,n,9,an aircraft that has fixed a wing and is powered by propellers or jets; 'the flight was delayed due to trouble with the airplane',
12846,02177460,n,9,wakes sleeper at preset time,
12847,02177554,n,9,an oil pipeline that runs 800 miles from wells at Prudhoe Bay to the port of Valdez,
12883,02182549,n,9,an antiarrhythmic drug (trade name Cordarone) that has potentially fatal side effects and is used to control serious heart rhythm problems only when safer agents have been ineffective,
12896,02184915,n,9,a sloping gallery with seats for spectators (as in an operating room or theater),
12902,02185772,n,9,a drug (trade name Inocor) used intravenously in heart failure; increases strength of contraction of myocardium,
12949,02192569,n,9,a defensive missile designed to shoot down incoming intercontinental ballistic missiles; 'the Strategic Arms Limitation Talks placed limits on the deployment of ABMs',
12951,02193702,n,9,a drug used to treat or prevent convulsions (as in epilepsy),
12952,02193972,n,9,any of a class of drugs used to treat depression; often have undesirable side effects,
12968,02196660,n,9,any of several drugs that control or kill neoplastic cells; used in chemotherapy to kill cancer cells; all have unpleasant side effects that may include nausea and vomiting and hair loss and suppression of bone marrow function,
13004,02202911,n,9,(usually plural) furnishings and equipment (especially for a ship or hotel),
13009,02203661,n,9,a domed or vaulted recess or projection on a building especially the east end of a church; usually contains the the altar,
13058,02211919,n,9,an arrangement of aerials spaced to give desired directional characteristics,
13061,02212344,n,9,a projectile with a straight thin shaft and an arrowhead on one end and stabilizing vanes on the other; intended to be shot from a bow,
13098,02218002,n,9,an arrangement of coils used in sensitive electrical instruments; the coils are arranged to give zero resultant external magnetic field when a current passes through them and to have zero electromotive force induced in them by an external magnetic field,
13109,02219954,n,9,a facility for athletic events,
13114,02220668,n,9,a nuclear weapon in which enormous energy is released by nuclear fission (splitting the nuclei of a heavy element (uranium 235 or plutonium 239)),
13164,02227936,n,9,a small engine (as one used on board ships to operate a windlass),
13177,02229825,n,9,a dead axle on a carriage or wagon that has terminal spindles on which the wheel revolve,
13218,02235391,n,9,(computer science) a copy of a file or directory on a separate storage device; 'he made a backup in case the original was accidentally damaged or erased',
13219,02235615,n,9,the grounds in back of a house,
13220,02235700,n,9,layer of sand or gravel used to expose sewage effluent to air and the action of microorganisms,
13250,02240791,n,9,round object that is hit or thrown or kicked in games; 'the ball travelled 90 mph on his serve'; 'the mayor threw out the first ball',
13274,02244581,n,9,any valve that checks flow by the seating of a ball,
13280,02245210,n,9,something elongated that is worn around the body or one of the limbs,
13304,02249246,n,9,(law) a railing that encloses the part of the courtroom where the the judges and lawyers sit and the case is tried,
13330,02252946,n,9,a cleaverlike knife used in the Philippines,
13338,02254230,n,9,a knot used for tying fishing leaders together; the ends of the two leaders are wrapped around each other two or three times,
13383,02261639,n,9,the lowest brass wind instrument,
13392,02262734,n,9,a vessel in which something is immersed to maintain it at a constant temperature or to process or lubricate it,
13439,02269046,n,9,a small pellet fired from an air rifle or BB gun,
13445,02269665,n,9,a car that has a long body and rear door with space behind rear seat,
13497,02277537,n,9,a hollow device made of metal that makes a ringing sound when struck,
13499,02278056,n,9,an alkaloidal extract or tincture of the poisonous belladonna herb that is used medicinally,
13552,02285480,n,9,informal; 'her best bib and tucker',
13556,02286133,n,9,small pump that fills bicycle tires with air,
13576,02288518,n,9,a brim that projects to the front to shade the eyes; 'he pulled down the bill of his cap and trudged ahead',
13609,02292521,n,9,the cutting part of a drill; usually pointed and threaded and is replaceable in a brace or bitstock or drill press; 'he looked around for the right size bit',
13611,02293216,n,9,a removable dental appliance that is worn in the palate for diagnostic or therapeutic purposes,
13636,02296701,n,9,bedding that keeps a person warm in bed; 'he pulled the covers over his head and went to sleep',
13663,02301113,n,9,(usually in the plural) underpants worn by women; 'she was afraid that her bloomers might have been showing',
13676,02302683,n,9,a flat piece of material designed for a special purpose; 'he nailed boards across the windows',
13713,02308959,n,9,a rope with weights attached to the ends; is thrown to entangle the legs of an animal; of South American origin,
13721,02309951,n,9,a pillow that is often put across a bed underneath the regular pillows,
13724,02310462,n,9,a sliding bar in a breech-loading firearm that ejects an empty cartridge and replaces it and closes the breech,
13776,02318361,n,9,a suspension bridge across the Bosporus at Istanbul,
13779,02318679,n,9,glass or plastic vessel; cylindrical with a narrow neck; no handle,
13815,02323900,n,9,usually rectangular container; may have a lid; 'he rummaged through a box of spare parts',
13833,02326902,n,9,a structural member used to stiffen a framework,
13848,02329176,n,9,a band that can be tightened around a shaft to stop its rotation,
13874,02332986,n,9,a seal that must be broken when first used and cannot easily be resealed; 'it was stored in a tube with a break seal',
13888,02335261,n,9,a gas-operated submachine gun used by the British in World War II,
13899,02336596,n,9,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,
13940,02342185,n,9,a drug that relaxes and dilates the bronchial passageways and improves the passages of air into the lungs,
13945,02342894,n,9,a suspension bridge across the East River in New York City; built in 1883,
13967,02345884,n,9,(computer science) a part of RAM used for temporary storage of data that is waiting to be sent to a device; used to compensate for differences in the rate of flow of data between components of a computer system,
13998,02352150,n,9,a heavy plow with a single wide blade; used chiefly in cotton fields,
14000,02352396,n,9,a small boat that ferries supplies and commodities for sale to a larger ship at anchor,
14035,02357012,n,9,an electrical conductor that makes a common connection between several circuits; 'the busbar in this computer can transmit data either way between any two components of the system',
14054,02359816,n,9,a small knife with a dull blade; for cutting or spreading butter,
14071,02361877,n,9,a car driven by a person whose job is to take passengers where they want to go in exchange for money,
14094,02365525,n,9,(computer science) RAM memory that is set aside as a specialized buffer storage that is continually updated; used to optimize data transfers between system elements with different characteristics,
14109,02367469,n,9,a two-wheeled vehicle carrying artillery ammunition,
14111,02367653,n,9,a liquid preparation containing calamine; used to treat itching or mild skin irritations,
14144,02372560,n,9,temporary living quarters specially built by the army for soldiers; 'wherever he went in the camp the men were grumbling',
14163,02375566,n,9,loops of soft yarn are cut to give a tufted pattern,
14174,02376924,n,9,(medieval) a cylindrical piece of armor plate to protect the arm,
14195,02379828,n,9,the mat that forms the floor of the ring in which boxers or professional wrestlers compete; 'the boxer picked himself up off the canvas',
14220,02384960,n,9,where passengers ride up and down; 'the car was on the top floor',
14221,02385109,n,9,car suspended from an airship and carrying personnel and cargo and power plant,
14267,02391316,n,9,a large galleon sailed in the Mediterranean as a merchantman,
14277,02393107,n,9,a vehicle designed to carry something; 'refrigerated carriers have revolutionized the grocery business',
14304,02397245,n,9,a portable container for carrying several objects; 'the musicians left their instrument cases backstage',
14324,02400390,n,9,a reflecting telescope that has a paraboloidal primary mirror and a hyperboloidal secondary mirror; light is brought to a focus through an aperture in the center of the primary mirror,
14334,02401807,n,9,a pivoting wheel attached to the bottom of furniture or trucks or portable machines to make them movable,
14362,02405724,n,9,a vacuum tube in which a hot cathode emits a beam of electrons that pass through a high voltage anode and are focused or deflected before hitting a phosphorescent screen,
14386,02409182,n,9,a parenteral cephalosporin (trade name Claforan) used for severe infections of the lungs or throat or ears or urinary tract,
14434,02417205,n,9,anything that acts as a restraint,
14436,02417403,n,9,(medieval) flexible armor; made of interlinked metal rings,
14470,02422313,n,9,(usually in the plural) leather leggings without a seat; joined by a belt; often have flared outer flaps; worn over trousers by cowboys to protect their legs,
14489,02425119,n,9,a long sleeveless vestment worn by a priest when celebrating Mass,
14513,02428453,n,9,a pad worn in baseball by catchers and by football players,
14543,02432404,n,9,a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit,
14545,02432840,n,9,(nautical) a triangular piece of wood attached to the end of a log line,
14559,02435073,n,9,a drug (trade name Thorazine) derived from phenothiazine that has anti-psychotic effects and is used as a sedative and tranquilizer,
14598,02440722,n,9,finely ground tobacco wrapped in paper; for smoking,
