9,πολυκέντητος,a,aps---cn2-,πολυκέντητος πολυκέντητος πολυκέντητον,,,,,0
81921,π08987,ποντογενής,a,aps---cn5s,ποντογενής ποντογενής ποντογενές,,,,,0
81922,π08988,ποντόθεν,r,----------,,,,,,0
81923,π08989,ποντοθήρης,n,n-s---mn1e,ποντοθήρου,,,,,0
81924,π08990,ποντοκράτωρ,n,n-s---mn3r,ποντοκράτορος,,,,,0
81925,π08991,ποντοκύκη,n,n-s---fn1e,ποντοκύκης,,,,,0
81926,π08992,ποντομέδων,n,n-s---mn3t,ποντομέδοντος,,,,,0
81927,π08993,ποντοναύτης,n,n-s---mn1e,ποντοναύτου,,,,,0
81928,π08994,πόντονδε,r,----------,,,,,,0
81929,π08995,ποντοπαγής,a,aps---cn5s,ποντοπαγής ποντοπαγής ποντοπαγές,,,,,0
81931,π08997,ποντοπλάνος,a,aps---cn2-,ποντοπλάνος ποντοπλάνος ποντοπλάνον,,,,,0
81932,π08998,ποντοπορεύω,v,----------,,,,,,0
81933,π08999,ποντοπορέω,v,----------,,,,,,0
81934,π09000,ποντόπορος,a,aps---cn2-,ποντόπορος ποντόπορος ποντόπορον,,,,,0
81935,,Ποντοποσειδῶν,n,n-s---mn3n,Ποντοποσειδῶνος,,,,,0
81936,π09001,πόντος,n,n-s---mn2-,πόντου,,,/pón.tos/,,0
81937,π09002,ποντοτίνακτος,a,aps---cn2-,ποντοτίνακτος ποντοτίνακτος ποντοτίνακτον,,,,,0
81938,π09003,ποντόφαρυξ,n,----------,,,,,,0
81939,π09004,ποντοχάρυβδις,n,n-s---fn3v,ποντοχαρυβδέως,,,,,0
81940,π09005,ποντόω,v,----------,,,,,,0
81941,π09006,πόντωσις,n,n-s---fn3v,ποντωσέως,,,,,0
81942,π09008,ποοφαγέω,v,----------,,,,,,0
81943,π09009,ποπανεῖον,n,----------,,,,,,0
81944,π09010,ποπάνευμα,n,n-s---nn3t,ποπανεύματος,,,,,0
81945,π09011,πόπανον,n,n-s---nn2-,ποπάνου,,,,,0
81946,π09012,ποπανοποιέω,v,----------,,,,,,0
81947,π09013,ποπανοποιός,a,aps---cn2-,ποπανοποιός ποπανοποιός ποπανοποιόν,,,,,0
81948,π09014,ποπανώδης,a,aps---cn3s,ποπανώδης ποπανώδης ποπανώ͂δες,,,,,0
81949,π09015,πόπαξ,n,----------,,,,,,0
81950,π09016,ποπάς,n,n-s---fn3d,ποπάδος,,,,,0
81951,π09017,πόποι,n,----------,,,,,,0
81952,π09018,πόποπο,n,----------,,,,,,0
81953,π09020,ποππύζω,v,----------,,,,,,0
81954,π09021,ποππυλιάζω,v,----------,,,,,,0
81955,π09022,πόππυσμα,n,n-s---nn3t,ποππύσματος,,,/póp.pyz.ma/,,0
81956,π09023,ποππυσμός,n,----------,,,,,,0
81957,π09024,πορδάλεος,a,aps---mn1-,πορδάλεος πορδάλεα πορδάλεον,,,,,0
81958,π09025,πορδαλιαγχές,n,----------,,,,,,0
81959,π09123,πορσή,n,n-s---fn1e,πορσῆς,,,,,0
81960,π09122,πορσῶ,n,----------,,,,,,0
81961,π09127,πόρσων,n,n-s---mn3n,πόρσωνος,,,,,0
81962,π09026,πορεία,n,n-s---fn1l,πορείας,,,,,0
81963,π09028,πορεῖον,n,n-s---nn2-,πορείου,,,,,0
81964,π09027,πορενβῆκις,n,----------,,,,,,0
81965,π09029,πορευμα,n,n-s---nn3t,πορεύματος,,,,,0
81966,π09030,πορεύς,n,n-s---mn3v,πορέως,,,,,0
81968,π09032,πόρευσις,n,n-s---fn3v,πορευσέως,,,,,0
81969,π09033,πορευτέος,a,aps---mn1-,πορευτέος πορευτέα πορευτέον,,,,,0
81970,π09034,πορευτικός,a,aps---mn1-,πορευτικός πορευτική πορευτικόν,,,,,0
81974,π09038,πορθέω,v,----------,,,,,,0
81976,π09040,πόρθημα,n,n-s---nn3t,πορθήματος,,,,,0
81977,π09041,πόρθησις,n,n-s---fn3v,πορθησέως,,,,,0
81978,π09042,πορθητήριος,a,aps---cn2-,πορθητήριος πορθητήριος πορθητήριον,,,,,0
81979,π09043,πορθητής,n,n-s---mn1e,πορθητού,,,,,0
81980,π09044,πορθητικός,a,aps---mn1-,πορθητικός πορθητική πορθητικόν,,,,,0
81981,π09045,πορθήτωρ,n,n-s---mn3r,πορθήτορος,,,,,0
81982,π09046,πορθμεία,n,n-s---fn1l,πορθμείας,,,,,0
81983,π09047,πορθμεῖον,n,n-s---nn2-,πορθμείου,,,,,0
81984,π09048,πόρθμευμα,n,n-s---nn3t,πορθμεύματος,,,,,0
81985,π09049,πορθμεύς,n,n-s---mn3u,πορθμέως,,n-s---mg3u=πορθμῆος,,,0
81986,π09050,πορθμευτής,n,n-s---mn1e,πορθμευτού,,,,,0
81988,π09052,πορθμεύω,v,----------,,,,,,0
81989,π09053,πορθμήϊον,n,----------,,,,,,0
81990,π09054,πορθμικός,a,aps---mn1-,πορθμικός πορθμική πορθμικόν,,,,,0
81991,π09055,πόρθμιον,n,----------,,,,,,0
81992,π09056,πόρθμιος,n,n-s---mn2-,πορθμίου,,,,,0
81993,π09057,πορθμίς,n,n-s---fn3d,πορθμίδος,,,,,0
81994,π09058,πορθμός,n,----------,,,,,,0
81995,π09059,πορθμοφυλακία,n,n-s---fn1l,πορθμοφυλακίας,,,,,0
81996,π09060,πορθώτης,n,n-s---mn1e,πορθώτου,,,,,0
81997,π09061,πορίζω,v,----------,,,,,,0
81998,π09062,πόριμος,a,aps---cn2-,πόριμος πόριμος πόριμον,,aps---mn1-=πόριμος aps---fn1-=πόριμα aps---nn1-=πόριμον,,,0
81999,π09063,ποριμότης,n,n-s---fn3t,ποριμότητος,,,,,0
82000,π09064,πόριον,n,n-s---nn2-,πο[ρί]ου,,,,,0
82001,π09065,πόρις,n,n-s---fn3v,πόριος,,,,,0
82002,π09066,πόρισμα,n,n-s---nn3t,πορίσματος,,,,,0
82003,π09067,πορισμός,n,----------,,,,,,0
82004,π09068,ποριστέον,a,----------,,,,,,0
82005,π09069,ποριστής,n,n-s---mn1e,ποριστού,,,,,0
82006,π09070,ποριστικός,a,aps---mn1-,ποριστικός ποριστική ποριστικόν,,,,,0
82007,π09071,πορκεύς,n,n-s---mn3v,πορκέως,,,,,0
82008,π09072,πόρκης,n,n-s---mn1e,πόρκου,,,,,0
82009,π09073,πόρκος,n,n-s---mn2-,πόρκου,,,,,0
82010,π09074,πορκώδης,a,aps---cn3s,πορκώδης πορκώδης πορκώ͂δες,,,,,0
82011,π09075,πορνεία,n,n-s---fn1l,πορνείας,,,/por.něː.aː/,,0
82012,π09076,πορνεῖον,n,n-s---nn2-,πορνείου,,,/por.nêː.on/,,0
82013,π09077,πόρνευμα,n,n-s---nn3t,πορνεύματος,,,,,0
82015,π09079,πορνεύτρια,n,n-s---fn1s,πορνεύτριας,,,,,0
82016,π09080,πορνεύω,v,----------,,,,,,0
82017,π09081,πόρνη,n,n-s---fn1e,πόρνης,,,/pór.nɛː/,,0
82018,π09082,πορνίδιον,n,----------,,,,,,0
82019,π09083,πορνικός,a,aps---mn1-,πορνικός πορνική πορνικόν,,,,,0
82020,π09084,πορνοβοσκεῖον,n,n-s---nn2-,πορνοβοσκείου,,,,,0
82021,π09085,πορνοβοσκέω,v,----------,,,,,,0
82022,π09086,πορνοβοσκία,n,n-s---fn1l,πορνοβοσκίας,,,,,0
82023,π09087,πορνοβοσκός,n,----------,,,,,,0
82024,π09088,πορνογενής,n,----------,,,,,,0
82026,π09090,πορνογράφος,n,n-s---mn2-,πορνογράφου,,,/por.no.ɡrá.pʰos/,,0
82028,π09092,πορνοδιδάσκαλος,n,n-s---cn2-,πορνοδιδασκάλου,,,,,0
82029,π09093,πορνοκοπέω,v,----------,,,,,,0
82030,π09094,πορνοκοπία,n,n-s---fn1l,πορνοκοπίας,,,,,0
82031,π09095,πορνοκόπος,n,n-s---mn2-,πορνοκόπου,,,,,0
82033,,Πορνόπιος,n,n-s---mn2-,Πορνοπίου,,,,,0
82034,π09097,πόρνος,n,n-s---mn2-,πόρνου,,,/pór.nos/,,0
82035,π09098,πορνοσύνη,n,n-s---fn1e,πορνοσύνης,,,,,0
82036,π09099,πορνοτελώνης,n,n-s---mn1e,πορνοτελώνου,,,,,0
82037,π09100,πόρνοτριφ,n,n-s---mn3l,πόρνοτριβος,,,,,0
82038,π09101,πορνοτρόφος,n,n-s---mn2-,πορνοτρόφου,,,,,0
82039,π09102,πορνοφίλης,n,----------,,,,,,0
82040,π09103,ποροποιέω,v,----------,,,,,,0
82041,π09104,ποροποιία,n,n-s---fn1l,ποροποιίας,,,,,0
82042,π09106,πόρος,n,n-s---mn2-,πόρου,,,/pó.ros/,,0
82043,π09107,πορόω,v,----------,,,,,,0
82044,π09108,πορπακίζομαι,v,----------,,,,,,0
82045,π09109,πόρπαμα,n,n-s---nn3t,πορπάματος,,,,,0
82046,π09110,πόρπαξ,n,n-s---mn3e,πόρπακος,,,,,0
82047,π09111,πορπαφόρος,a,aps---cn2-,πορπαφόρος πορπαφόρος πορπαφόρον,,,,,0
82048,π09112,πορπάω,v,----------,,,,,,0
82049,π09113,πόρπη,n,n-s---fn1e,πόρπης,,,,,0
82050,π09114,πορπηδόν,r,----------,,,,,,0
82051,π09115,πόρπημα,n,----------,,,,,,0
82052,π09116,πορπίον,n,n-s---nn2-,πορπίου,,,,,0
82053,π09117,πορπόω,v,----------,,,,,,0
82054,π09118,πόρπωμα,n,n-s---nn3t,πορπώματος,,,,,0
82055,π09119,πόρρω,v,----------,,,,,,0
82056,π09124,πόρσιον,n,----------,,,,,,0
82057,π09125,πορσύνω,v,----------,,,,,,0
82058,π09126,πόρσω,n,----------,,,,,,0
82059,π09128,πόρταξ,n,n-s---fn3v,πόρτακος,,,,,0
82060,π09132,πορτᾶς,n,n-s---mn2c,πορτᾶ,,,,,0
82061,π09129,πορτί,r,----------,,,,,,0
82063,π09131,πορτιτρόφος,a,aps---cn2-,πορτιτρόφος πορτιτρόφος πορτιτρόφον,,,,,0
82064,π09133,πορφύρα,n,n-s---fn1l,πορφύρας,,,,,0
82065,π09134,πορφυράνθεμος,a,aps---cn2-,πορφυράνθεμος πορφυράνθεμος πορφυράνθεμον,,,,,0
82066,π09135,πορφυρανθής,a,aps---cn5s,πορφυρανθής πορφυρανθής πορφυρανθές,,,,,0
82067,π09137,πορφυρεῖον,n,n-s---nn2-,πορφυρείου,,,,,0
82068,π09136,πορφύρειος,a,aps---cn2-,πορφύρειος πορφύρειος πορφύρειον,,,,,0
82069,π09138,πορφύρεος,a,----------,,,,,,0
82070,π09139,πορφυρεύς,n,n-s---mn3v,πορφυρέως,,,,,0
82071,π09140,πορφυρευτής,n,n-s---mn1e,πορφυρευτού,,,,,0
82072,π09141,πορφυρευτικός,a,aps---mn1-,πορφυρευτικός πορφυρευτική πορφυρευτικόν,,,,,0
82073,π09142,πορφυρεύω,v,----------,,,,,,0
82074,π09143,πορφυρέω,v,----------,,,,,,0
82075,π09144,πορφυρίζω,v,----------,,,,,,0
82076,π09145,πορφυρική,n,n-s---fn1e,πορφυρικῆς,,,,,0
82077,π09146,πορφύριον,n,n-s---nn2-,πορφυρίου,,,,,0
82079,π09148,πορφυρίς,n,n-s---fn3d,πορφυρίδος,,,,,0
82080,π09149,πορφυρίτης,n,n-s---mn1e,πορφυρίτου,,,,,0
82081,π09173,πορφυρῖτις,n,----------,,,,,,0
82083,π09151,πορφυρίων,n,n-s---mn3n,πορφυρίωνος,,,,,0
82084,π09152,πορφυρόβαπτος,a,aps---cn2-,πορφυρόβαπτος πορφυρόβαπτος πορφυρόβαπτον,,,,,0
82085,π09153,πορφυροβαφεῖον,n,n-s---nn2-,πορφυροβαφείου,,,,,0
82086,π09154,πορφυροβαφής,a,aps---cn5s,πορφυροβαφής πορφυροβαφής πορφυροβαφές,,,,,0
82087,π09155,πορφυροβαφία,n,n-s---fn1l,πορφυροβαφίας,,,,,0
82088,π09156,πορφυροβάφος,n,n-s---mn2-,πορφυροβάφου,,,,,0
82089,π09157,πορφυροδίνης,a,----------,,,,,,0
82090,π09158,πορφυροειδής,a,aps---cn5s,πορφυροειδής πορφυροειδής πορφυροειδές,,,,,0
82091,π09159,πορφυρόεις,a,aps---mn4i,πορφυρόεις πορφυρόεσσα πορφυρόεν,,,,,0
82093,π09161,πορφυρόζωνος,a,aps---cn2-,πορφυρόζωνος πορφυρόζωνος πορφυρόζωνον,,,,,0
82094,π09162,πορφυρόκαυλος,a,aps---cn2-,πορφυρόκαυλος πορφυρόκαυλος πορφυρόκαυλον,,,,,0
82095,π09163,πορφυροκλέπτης,n,n-s---mn1e,πορφυροκλέπτου,,,,,0
82096,π09164,πορφυρομιγής,a,aps---cn5s,πορφυρομιγής πορφυρομιγής πορφυρομιγές,,,,,0
82097,π09165,πορφυρόνωτος,a,aps---cn2-,πορφυρόνωτος πορφυρόνωτος πορφυρόνωτον,,,,,0
82098,π09166,πορφυρόπεζα,n,n-s---fn1s,πορφυρόπεζας,,,,,0
82099,π09167,πορφυροπώλης,n,n-s---cn1e,πορφυροπώλου,,,,,0
82100,π09169,πορφυρόστρωτος,a,aps---cn2-,πορφυρόστρωτος πορφυρόστρωτος πορφυρόστρωτον,,,,,0
82101,π09170,πορφυροσχήμων,a,aps---cn3n,πορφυροσχήμων πορφυροσχήμων πορφυροσχήμον,,,,,0
82102,π09168,πορφυροῦς,n,----------,,,,,,0
82103,π09171,πορφυροφορία,n,n-s---fn1l,πορφυροφορίας,,,,,0
82104,π09172,πορφυρόχροος,n,----------,,,,,,0
82105,π09174,πορφύρω,v,----------,,,,,,0
82106,π09175,πορφυρώδης,a,aps---cn3s,πορφυρώδης πορφυρώδης πορφυρώ͂δες,,,,,0
82107,π09176,πορφυρώματα,n,n-p---nn2-,πορφυρωμάτων,,,,,0
82108,π09177,πόρω,v,----------,,,,,,0
82109,π09179,πός,n,----------,,,,,,0
82110,π09180,πός,n,----------,,,,,,0
82111,π09181,ποσάγω,v,----------,,,,,,0
82112,π09182,ποσάκις,r,----------,,,,,,0
82113,π09183,ποσαπλάσιος,a,aps---mn1-,ποσαπλάσιος ποσαπλάσια ποσαπλάσιον,,,,,0
82114,π09184,ποσαπλοῦς,r,----------,,,,,,0
82115,π09185,ποσάπους,n,----------,,,,,,0
82116,π09186,ποσάχορδος,a,aps---cn2-,ποσάχορδος ποσάχορδος ποσάχορδον,,,,,0
82117,π09187,ποσαχῶς,r,----------,,,,,,0
82118,π09188,πόσε,r,rp--------,πόσε,,,/pó.se/,,0
82119,π09189,ποσεία,n,n-s---fn1l,ποσείας,,,,,0
82120,,Ποσειδαῖα,n,n-p---nn2-,Ποσειδαίων,,,,,0
82121,,Ποσειδανιασταί,n,n-p---mn2-,Ποσειδανιαστῶν,,,,,0
82122,,Ποσειδάνιος,n,----------,,,,,,0
82123,,Ποσειδεών,n,----------,,,,,,0
82124,,Ποσείδιος,n,----------,,,,,,0
82125,,Ποσειδῶν,n,n-s---mn3-,Ποσειδῶνος,,,/po.seː.dɔ̂ːn/,,0
82126,,Ποσειδώνιος,n,----------,,,,/po.seː.dɔ̌ː.ni.os/,,0
82128,π09190,ποσέτης,a,aps---cn3s,ποσέτης ποσέτης ποσέτες,,,,,0
82129,π09191,ποσθαλίσκος,n,n-s---mn2-,ποσθαλίσκου,,,,,0
82130,π09192,πόσθη,n,n-s---fn1e,πόσθης,,,,,0
82132,π09194,πόσθιον,n,n-s---nn2-,ποσθίου,,,,,0
82133,π09196,πόσθων,n,n-s---mn3n,πόσθωνος,,,,,0
82134,π09197,ποσίδεσμος,n,n-s---mn2-,ποσιδέσμου,,,,,0
82136,,Ποσιδηϊών,n,n-s---mn3n,Ποσιδηϊῶνος,,,,,0
82137,π09198,πόσιμος,a,aps---cn2-,πόσιμος πόσιμος πόσιμον,,,,,0
82138,π09199,ποσίνδα,r,----------,,,,,,0
82139,π09201,πόσις,n,----------,,,,,,0
82140,π09200,πόσις,n,n-s---mn3s,,,,,,0
82141,,Ποσοιδαία,n,n-s---fn1l,Ποσοιδαίας,,,,,0
82142,,Ποσοιδάν,n,----------,,,,,,0
82143,π09202,ποσοποιός,a,aps---cn2-,ποσοποιός ποσοποιός ποσοποιόν,,,,,0
82144,π09203,πόσος,a,aps---mn1-,πόσος πόση πόσον,,,/pó.sos/,,0
82145,π09204,ποσότης,n,n-s---fn3t,ποσότητος,,,,,0
82146,π09205,ποσόω,v,----------,,,,,,0
82147,π09206,ποσσαέτης,a,aps---cn3s,ποσσαέτης ποσσαέτης ποσσαέτες,,,,,0
82148,π09195,πόσθις,n,----------,,,,,,0
82149,π09209,ποσσῆμαρ,r,----------,,,,,,0
82151,π09208,ποσσίκροτος,a,aps---cn2-,ποσσίκροτος ποσσίκροτος ποσσίκροτον,,,,,0
82152,π09210,ποσταῖος,a,aps---mn1-,ποσταῖος ποσταῖα ποσταῖον,,,,,0
82153,π09211,ποστημόριον,n,n-s---nn2-,ποστημορίου,,,,,0
82154,π09212,πόστιον,n,n-s---nn2-,ποστίου,,,,,0
82155,π09213,πόστος,a,aps---mn1-,πόστος πόστη πόστον,,,,,0
82156,π09214,ποσφέρω,v,----------,,,,,,0
82157,π09215,ποσώδης,a,aps---cn3s,ποσώδης ποσώδης ποσώ͂δες,,,,,0
82158,π09216,πότ,n,----------,,,,,,0
82159,π09217,πόταγε,n,----------,,,,,,0
82160,π09218,ποτάγορος,n,----------,,,,,,0
82161,π09219,ποταείδω,v,----------,,,,,,0
82162,π09220,ποταινί,r,----------,,,,,,0
82163,π09221,ποταίνιος,a,aps---mn1-,ποταίνιος ποταίνια ποταίνιον,,aps---cn2-=ποταίνιος aps---cn2-=ποταίνιος aps---nn2-=ποταίνιον,,,0
82164,π09222,ποταινός,a,aps---mn1-,ποταινός ποταινή ποταινόν,,,,,0
82165,π09223,ποταμέλγω,v,----------,,,,,,0
82166,π09224,ποταμεύς,n,n-s---mn3v,ποταμέως,,,,,0
82167,π09225,ποταμηγός,a,aps---cn2-,ποταμηγός ποταμηγός ποταμηγόν,,,,,0
82168,π09226,ποταμηδόν,r,----------,,,,,,0
82169,π09227,ποταμήϊος,a,aps---mn1-,ποταμήϊος ποταμηΐη ποταμήϊον,,,,,0
82170,π09228,ποταμηί̈ς,n,----------,,,,,,0
82171,π09229,ποταμηνή,n,n-s---fn1e,ποταμηνῆς,,,,,0
82172,π09230,ποταμηπόρος,a,aps---cn2-,ποταμηπόρος ποταμηπόρος ποταμηπόρον,,,,,0
82173,π09231,ποταμιαῖος,a,aps---mn1-,ποταμιαῖος ποταμιαῖα ποταμιαῖον,,,,,0
82174,π09232,ποτάμιον,n,n-s---nn2-,ποταμίου,,,,,0
82176,π09234,ποταμίσκος,n,n-s---mn2-,ποταμίσκου,,,,,0
82177,π09235,ποταμίτης,n,n-s---mn1e,ποταμίτου,,,,,0
82178,π09236,ποταμογείτων,n,n-s---mn3n,ποταμογείτονος,,,,,0
82179,π09237,ποταμοδιάρτης,n,n-s---mn1e,ποταμοδιάρτου,,,,,0
82180,π09238,ποταμοκαρίδες,n,----------,,,,,,0
82181,π09239,ποταμόκλυστος,a,aps---cn2-,ποταμόκλυστος ποταμόκλυστος ποταμόκλυστον,,,,,0
82182,π09240,ποταμόνδε,r,----------,,,,,,0
82239,π09294,ποτιδέγμενος,n,----------,,,,,,0
82184,π09242,ποταμός,n,n-s---mn2-,ποταμοῦ,,,/po.ta.mós/,,0
82185,π09243,ποταμοφόρητος,a,aps---cn2-,ποταμοφόρητος ποταμοφόρητος ποταμοφόρητον,,,,,0
82186,π09244,ποταμοφυλακία,n,n-s---fn1l,ποταμοφυλακίας,,,,,0
82187,π09245,ποταμοφυλακίδες,n,----------,,,,,,0
82188,π09246,ποταμόχοος,a,aps---cn2-,ποταμόχοος ποταμόχοος ποταμόχοον,,,,,0
82189,π09247,ποταμόχωστος,a,aps---cn2-,ποταμόχωστος ποταμόχωστος ποταμόχωστον,,,,,0
82190,π09248,ποταμώδης,a,aps---cn3s,ποταμώδης ποταμώδης ποταμώ͂δες,,,,,0
82191,π09249,ποτανής,a,aps---cn5s,ποτανής ποτανής ποτανές,,,,,0
82192,π09250,ποτανός,a,aps---mn1-,ποτανός ποτανά ποτανόν,,,,,0
82193,π09251,ποτάομαι,v,----------,,,,,,0
82194,π09253,ποταπός,n,----------,,,,,,0
82195,π09254,ποταποφωνέω,v,----------,,,,,,0
82196,π09255,ποταρχέω,v,----------,,,,,,0
82197,π09367,ποτὰς,n,----------,,,,,,0
82198,π09256,ποταυδάω,v,----------,,,,,,0
82199,π09257,ποταυλέω,v,----------,,,,,,0
82200,π09252,ποταῷος,n,----------,,,,,,0
82201,π09258,πότε,r,rp--------,πότε,,,/pó.te/,,0
82203,,Ποτειδάν,n,----------,,,,,,0
82204,,Ποτειδάνιον,n,n-s---nn2-,Ποτειδανίου,,,,,0
82205,π09260,ποτεῖδον,n,----------,,,,,,0
82206,π09261,ποτένθῃς,n,----------,,,,,,0
82207,π09262,ποτεξορκίζω,v,----------,,,,,,0
82208,π09263,ποτέομαι,v,----------,,,,,,0
82209,π09264,ποτέος,a,aps---mn1-,ποτέος ποτέα ποτέον,,,,,0
82210,π09265,ποτερίσδω,v,----------,,,,,,0
82212,π09267,ποτέρχομαι,v,----------,,,,,,0
82213,π09268,ποτέρωθεν,r,----------,,,,,,0
82214,π09269,ποτέρωθι,r,----------,,,,,,0
82215,π09270,ποτέρως,r,----------,,,,,,0
82216,π09271,ποτέρωσε,r,----------,,,,,,0
82217,π09272,ποτευχά,n,----------,,,,,,0
82218,π09273,ποτεχεῖ,r,----------,,,,,,0
82219,π09274,ποτέχω,v,----------,,,,,,0
82220,π09276,ποτή,n,----------,,,,,,0
82221,π09275,ποτή,n,n-s---fn1e,ποτῆς,,,,,0
82222,π09277,πότημα,n,----------,,,,,,0
82223,π09278,πότημα,n,n-s---nn3t,ποτήματος,,,,,0
82224,π09279,ποτηματοποιός,a,aps---cn2-,ποτηματοποιός ποτηματοποιός ποτηματοποιόν,,,,,0
82225,π09350,ποτῆμεν,n,----------,,,,,,0
82226,π09280,ποτηνός,a,aps---mn1-,ποτηνός ποτηνή ποτηνόν,,,,,0
82227,π09281,ποτήρ,n,n-s---mn3r,ποτῆρος,,,,,0
82228,π09282,ποτηρίδιον,n,n-s---nn2-,ποτηριδίου,,,,,0
82229,π09283,ποτηριοκλέπτης,n,n-s---mn1e,ποτηριοκλέπτου,,,,,0
82230,π09284,ποτήριον,n,n-s---nn2-,ποτηρίου,,,/po.tɛ̌ː.ri.on/,,0
82232,π09286,ποτηροθήκη,n,n-s---fn1e,ποτηροθήκης,,,,,0
82233,π09287,ποτηροπλύτης,n,n-s---mn1e,ποτηροπλύτου,,,,,0
82234,π09289,ποτής,n,n-s---fn3d,ποτῆτος,,,,,0
82235,π09288,πότης,n,n-s---mn1e,πότου,,,,,0
82236,π09290,ποτητός,a,aps---mn1-,ποτητός ποτητή ποτητόν,,,,,0
82237,π09291,ποτί,n,----------,,,,,,0
82238,π09293,ποτιβαίνω,v,----------,,,,,,0
82241,π09296,ποτιδέρκομαι,v,----------,,,,,,0
82242,π09297,ποτιδεύομαι,v,----------,,,,,,0
82243,π09298,ποτιδίδωμι,v,----------,,,,,,0
82245,π09300,ποτίζω,v,v1spia--1-,,,,,,0
82246,π09301,ποτίθες,n,----------,,,,,,0
82247,π09302,ποτικαρτερέω,v,----------,,,,,,0
82248,π09303,ποτικατάβλημα,n,n-s---nn3t,ποτικαταβλήματος,,,,,0
82249,π09304,ποτικλήζω,v,----------,,,,,,0
82250,π09305,ποτικλίνω,v,----------,,,,,,0
82251,π09306,ποτίκολλος,a,aps---cn2-,ποτίκολλος ποτίκολλος ποτίκολλον,,,,,0
82252,π09307,ποτικός,a,aps---mn1-,ποτικός ποτική ποτικόν,,,,,0
82253,π09308,ποτίκρανον,n,----------,,,,,,0
82254,π09309,ποτιλέγω,v,----------,,,,,,0
82255,π09310,ποτιμάστιος,a,aps---cn2-,ποτιμάστιος ποτιμάστιος ποτιμάστιον,,,,,0
82256,π09311,πότιμος,a,aps---cn2-,πότιμος πότιμος πότιμον,,,,,0
82257,π09312,ποτιμυθέομαι,v,----------,,,,,,0
82258,π09313,ποτινεύμενος,n,----------,,,,,,0
82259,π09314,ποτινίσσομαι,v,----------,,,,,,0
82260,π09316,ποτιπελάζω,v,----------,,,,,,0
82261,π09317,ποτιπίαμμα,n,n-s---nn3t,ποτιπιάμματος,,,,,0
82262,π09318,ποτιπίπτω,v,----------,,,,,,0
82263,π09319,ποτιπλάσσω,v,----------,,,,,,0
82264,π09320,ποτιπορεύομαι,v,----------,,,,,,0
82265,π09321,ποτιπταίω,v,----------,,,,,,0
82266,π09322,ποτιπτήσσω,v,----------,,,,,,0
82267,π09323,ποτιπτύσσω,v,----------,,,,,,0
82268,π09324,ποτιρραίνω,v,----------,,,,,,0
82269,π09325,ποτίρριον,n,n-s---nn2-,ποτιρρίου,,,,,0
82270,π09326,πότις,n,----------,,,,,,0
82271,π09327,ποτίσδω,v,----------,,,,,,0
82272,π09328,πότισμα,n,n-s---nn3t,ποτίσματος,,,,,0
82273,π09329,ποτισμός,n,----------,,,,,,0
82275,π09331,ποτιστάζω,v,----------,,,,,,0
82276,π09332,ποτίστασις,n,n-s---fn3v,ποτιστάσιος,,,,,0
82277,π09333,ποτίστατος,n,----------,,,,,,0
82278,π09334,ποτιστέον,v,----------,,,,,,0
82279,π09335,ποτιστήριον,n,n-s---nn2-,ποτιστηρίου,,,,,0
82280,π09336,ποτιστής,n,n-s---mn1e,ποτιστού,,,,,0
82281,π09337,ποτίστρα,n,n-s---fn1l,ποτίστρας,,,,,0
82282,π09338,ποτιστρέα,n,n-s---fn1l,ποτιστρέας,,,,,0
82283,π09315,ποτιοστρίς,n,n-s---fn3d,ποτιοστρίδος,,,,,0
82284,π09339,ποτίταξις,n,n-s---fn3v,ποτιτάξιος,,,,,0
82285,π09340,ποτιτάσσω,v,----------,,,,,,0
82286,π09341,ποτιτέμνω,v,----------,,,,,,0
82287,π09342,ποτιτέρπω,v,----------,,,,,,0
82289,π09344,ποτιφαίνω,v,----------,,,,,,0
82290,π09345,ποτιφόριμος,a,aps---cn2-,ποτιφόριμος ποτιφόριμος ποτιφόριμον,,,,,0
82291,π09346,ποτίφορος,n,----------,,,,,,0
82292,π09347,ποτιφωνήεις,a,aps---mn4i,ποτιφωνήεις ποτιφωνήεσσα ποτιφωνήεν,,,,,0
82293,π09348,ποτιψαύω,v,----------,,,,,,0
82294,π09349,ποτιψαφίζομαι,v,----------,,,,,,0
82295,π09351,πότμος,n,n-s---mn2-,πότμου,,,/pót.mos/,,0
82297,π09353,πότνια,n,n-s---fn1s,πότνιας,,,/pó.tni.a/,,0
82298,π09354,ποτνιάζομαι,v,----------,,,,,,0
82299,,Ποτνιαί,a,----------,,,,,,0
82300,π09355,ποτνιάνακτος,n,----------,,,,,,0
82301,π09356,ποτνιάομαι,v,----------,,,,,,0
82303,π09357,ποτνιασις,n,n-s---fn3v,ποτνιασέως,,,,,0
82304,π09358,ποτνιασμός,n,----------,,,,,,0
82305,π09359,ποτνιαστής,n,n-s---mn1e,ποτνιαστού,,,,,0
82306,π09360,ποτόδδω,v,----------,,,,,,0
82307,π09361,ποτοκέλλω,v,----------,,,,,,0
82308,π09362,ποτοπτάζω,v,----------,,,,,,0
82309,π09363,πότορθρος,n,----------,,,,,,0
82310,π09365,ποτός,a,aps---mn1-,ποτός ποτή ποτόν,,,,,0
82311,π09364,πότος,n,n-s---mn2-,πότου,,,,,0
82312,π09366,ποτόσδω,v,----------,,,,,,0
82313,π09368,πότωπον,n,----------,,,,,,0
82314,π07421,ποῦ,r,----------,,,,,,0
