id,uri,lemma,pos,morpho,principal_parts,irregular_forms,alternative_forms,pronunciation,prosody,validated
33393,ε07327,ἕνδυο,r,----------,,,,,,0
33394,ε07328,ἔνδυσις,n,n-s---fn3v,ἐνδυσέως,,,,,0
33395,,Ἐνδυσποιτρόπιος,n,n-s---mn2-,Ἐνδυσποιτροπίου,,,,,0
33396,ε07329,ἐνδυστυχέω,v,----------,,,,,,0
33397,ε07330,ἐνδυτέον,v,----------,,,,,,0
33398,ε07331,ἐνδυτήρ,n,n-s---mn3r,ἐνδυτῆρος,,,,,0
33399,ε07332,ἐνδυτήριος,a,aps---mn1-,ἐνδυτήριος ἐνδυτήρια ἐνδυτήριον,,,,,0
33400,ε07333,ἐνδύτης,n,n-s---mn1e,ἐνδύτου,,,,,0
33401,ε07334,ἐνδυτός,a,aps---cn2-,ἐνδυτός ἐνδυτός ἐνδυτόν,,,,,0
33402,ε07335,ἐνδύω,v,----------,,,,/en.dý.ɔː/,,0
33403,ε07336,ἔνδω,v,----------,,,,,,0
33404,ε07338,ἐνδώμησις,n,n-s---fn3v,ἐνδωμησέως,,,,,0
33405,ε07339,ἐνδωσείω,v,----------,,,,,,0
33406,ε07340,ἐνεάζω,v,----------,,,,,,0
33407,ε07341,ἐνεαρίζω,v,----------,,,,,,0
33408,ε07342,ἔνεγγυς,n,----------,,,,,,0
33409,ε07343,ἐνέγκαι,n,----------,,,,,,0
33410,ε07345,ἐνέδρα,n,n-s---fn1l,ἐνέδρας,,,,,0
33411,ε07346,ἐνεδράζω,v,----------,,,,,,0
33412,ε07347,ἐνεδρεία,n,n-s---fn1l,ἐνεδρείας,,,,,0
33413,ε07348,ἐνεδρευτής,n,n-s---mn1e,ἐνεδρευτού,,,,,0
33414,ε07349,ἐνεδρευτικός,a,aps---mn1-,ἐνεδρευτικός ἐνεδρευτική ἐνεδρευτικόν,,,,,0
33415,ε07350,ἐνέδρευτος,a,aps---cn2-,ἐνέδρευτος ἐνέδρευτος ἐνέδρευτον,,,,,0
33416,ε07351,ἐνεδρεύω,v,----------,,,,,,0
33417,ε07352,ἐνέδριον,n,n-s---nn2-,ἐνεδρίου,,,,,0
33418,ε07353,ἔνεδρον,n,n-s---nn2-,ἐνέδρου,,,,,0
33420,ε07355,ἐνεείσατο,n,----------,,,,,,0
33421,ε07356,ἐνέζομαι,v,----------,,,,,,0
33422,ε07357,ἐνεθίζω,v,----------,,,,,,0
33423,ε07344,ἐνεῖδον,v,----------,,,,,,0
33424,ε07359,ἐνειδοφορέω,v,----------,,,,,,0
33425,ε07377,ἐνεῖκαι,n,----------,,,,,,0
33426,ε07360,ἐνεικονίζω,v,----------,,,,,,0
33427,ε07361,ἐνειλάσιμος,n,----------,,,,,,0
33428,ε07362,ἐνειλέω,v,----------,,,,,,0
33429,ε07363,ἐνείλημα,n,n-s---nn3t,ἐνειλήματος,,,,,0
33430,ε07364,ἐνείλησις,n,n-s---fn3v,ἐνειλησέως,,,,,0
33431,ε07365,ἐνειλητέον,a,----------,,,,,,0
33432,ε07366,ἐνειλινδέομαι,v,----------,,,,,,0
33433,ε07367,ἐνειλίσσω,v,----------,,,,,,0
33434,ε07368,ἐνείλλω,v,----------,,,,,,0
33435,ε07369,ἔνειμεν,n,----------,,,,,,0
33436,ε07370,ἐνειμένος,a,aps---mn1-,ἐνειμένος ἐνειμένη ἐνειμένον,,,,,0
33437,ε07371,ἔνειμι,v,----------,,,,,,0
33438,ε07372,ἐνείργω,v,----------,,,,,,0
33439,ε07373,ἐνείρω,v,----------,,,,,,0
33440,ε07374,ἐνειρωνεύομαι,v,----------,,,,,,0
33441,ε07375,ἕνεκα,c,----------,,,,,,0
33442,ε07378,ἐνεκέχειρον,n,n-s---nn2-,ἐνεκεχείρου,,,,,0
33443,ε07379,ἐνεκπλύνω,v,----------,,,,,,0
33444,ε07380,ἐνελαύνω,v,----------,,,,,,0
33445,ε07381,ἐνελίσσω,v,----------,,,,,,0
33446,ε07382,ἐνέλκω,v,----------,,,,,,0
33447,,Ἐνελυσκίς,n,----------,,,,,,0
33448,ε07383,ἔνεμα,n,n-s---nn3t,ἐνέματος,,,,,0
33449,ε07384,ἐνεματίζω,v,----------,,,,,,0
33450,ε07385,ἐνεμέω,v,----------,,,,,,0
33451,ε07386,ἐνεμπορεύομαι,v,----------,,,,,,0
33452,ε07387,ἐνενήκοντα,m,----------,,,,,,0
33453,ε07388,ἐνενηκονταεννέα,n,----------,,,,,,0
33454,ε07389,ἐνενηκονταέξ,n,----------,,,,,,0
33456,ε07391,ἐνενηκονταμερίς,n,n-s---fn3d,ἐνενηκονταμερίδος,,,,,0
33457,ε07392,ἐνενηκονταμοιρία,n,n-s---fn1l,ἐνενηκονταμοιρίας,,,,,0
33458,ε07393,ἐνενηκονταπέντε,n,----------,,,,,,0
33459,ε07394,ἐνενηκοντάπηχυς,n,----------,,,,,,0
33460,ε07395,ἐνενηκονταπλάσιος,a,aps---cn2-,ἐνενηκονταπλάσιος ἐνενηκονταπλάσιος ἐνενηκονταπλάσιον,,,,,0
33461,ε07398,ἐνενηκοστός,a,aps---mn1-,ἐνενηκοστός ἐνενηκοστή ἐνενηκοστόν,,,,,0
33462,ε07396,ἐνενηκοστογδαῖος,a,aps---mn1-,ἐνενηκοστογδαῖος ἐνενηκοστογδαῖα ἐνενηκοστογδαῖον,,,,,0
33463,ε07397,ἐνενηκοστόπρωτος,a,aps---mn1-,ἐνενηκοστόπρωτος ἐνενηκοστοπρώτη ἐνενηκοστόπρωτον,,,,,0
33464,ε07399,ἐνενηκοστοτέταρτος,a,aps---mn1-,ἐνενηκοστοτέταρτος ἐνενηκοστοτετάρτη ἐνενηκοστοτέταρτον,,,,,0
33465,ε07400,ἐνενηκοστότριτος,a,aps---mn1-,ἐνενηκοστότριτος ἐνενηκοστοτρίτη ἐνενηκοστότριτον,,,,,0
33466,ε07358,ἐνείαυτα,r,----------,,,,,,0
33467,ε07401,ἐνένιπε,n,----------,,,,,,0
33468,ε07402,ἐνένωτο,n,----------,,,,,,0
33469,ε07403,ἐνεξεμέω,v,----------,,,,,,0
33471,ε07405,ἐνεορτάδια,n,n-p---nn2-,ἐνεορταδίων,,,,,0
33472,ε07406,ἐνεορτάζω,v,----------,,,,,,0
33473,ε07407,ἐνεός,a,aps---mn1-,ἐνεός ἐνεά ἐνεόν,,,,,0
33474,ε07408,ἐνεοστασία,n,n-s---fn1l,ἐνεοστασίας,,,,,0
33475,ε07409,ἐνεότης,n,n-s---fn3t,ἐνεότητος,,,,,0
33477,ε07411,ἐνεπαγγελία,n,n-s---fn1l,ἐνεπαγγελίας,,,,,0
33478,ε07412,ἐνεπάγομαι,v,----------,,,,,,0
33479,ε07413,ἐνέπαλτο,n,----------,,,,,,0
33480,ε07414,ἐνεπηρεάζω,v,----------,,,,,,0
33481,ε07415,ἐνεπιδείκνυμαι,v,----------,,,,,,0
33482,ε07416,ἐνεπιδημέω,v,----------,,,,,,0
33483,ε07417,ἐνεπιμένω,v,----------,,,,,,0
33484,ε07418,ἐνεπιορκέω,v,----------,,,,,,0
33485,ε07419,ἐνεπίπεδος,a,aps---cn2-,ἐνεπίπεδος ἐνεπίπεδος ἐνεπίπεδον,,,,,0
33486,ε07420,ἐνεπίσημος,n,----------,,,,,,0
33487,ε07421,ἐνεπίσκημμα,n,n-s---nn3t,ἐνεπισκήμματος,,,,,0
33488,ε07422,ἐνεπισκήπτομαι,v,----------,,,,,,0
33489,ε07423,ἐνεπιτρέπω,v,----------,,,,,,0
33490,ε07424,ἐνέπω,v,----------,,,,/e.né.pɔː/,,0
33491,ε07425,ἐνεραδνούμιον,n,n-s---nn2-,ἐνεραδνουμίου,,,,,0
33492,ε07426,ἐνεργάζομαι,v,----------,,,,,,0
33493,ε07427,ἐνέργεια,n,n-s---fn1s,ἐνέργειας,,,/e.nér.ɡeː.a/,,0
33494,ε07428,ἐνεργέω,v,----------,,,,/e.ner.ɡé.ɔː/,,0
33495,ε07429,ἐνέργημα,n,n-s---nn3t,ἐνεργήματος,,,,,0
33496,ε07430,ἐνεργής,a,aps---cn5s,ἐνεργής ἐνεργής ἐνεργές,,,,,0
33497,ε07431,ἐνεργητέος,a,aps---mn1-,ἐνεργητέος ἐνεργητέα ἐνεργητέον,,,,,0
33498,ε07432,ἐνεργητικός,a,aps---mn1-,ἐνεργητικός ἐνεργητική ἐνεργητικόν,,,/e.ner.ɡɛː.ti.kós/,,0
33499,ε07433,ἐνεργήτρια,n,n-s---fn1s,ἐνεργήτριας,,,,,0
33500,ε07434,ἐνεργίς,n,----------,,,,,,0
33501,ε07435,ἐνεργμός,n,----------,,,,,,0
33502,ε07436,ἐνεργοβατέω,v,----------,,,,,,0
33503,ε07437,ἐνεργολαβέω,v,----------,,,,,,0
33504,ε07438,ἐνεργός,a,aps---cn2-,ἐνεργός ἐνεργός ἐνεργόν,,,/e.ner.ɡós/,,0
33506,ε07440,ἐνέρεισις,n,n-s---fn3v,ἐνερεισέως,,,,,0
33507,ε07441,ἐνερεύγομαι,v,----------,,,,,,0
33508,ε07442,ἐνερευθής,a,aps---cn5s,ἐνερευθής ἐνερευθής ἐνερευθές,,,,,0
33509,ε07443,ἐνερεύθομαι,v,----------,,,,,,0
33510,ε07444,ἔνερθε,a,----------,,,,,,0
33511,ε07445,ἔνερμα,n,n-s---nn3t,ἐνέρματος,,,,,0
33512,ε07446,ἔνερξις,n,n-s---fn3v,ἐνερξέως,,,,,0
33513,ε07447,ἔνεροι,n,n-p---mn2-,ἐνέρων,,,,,0
33514,ε07448,ἐνερόχρως,n,n-s---cn3d,ἐνερόχρωτος,,,,,0
33515,ε07449,ἔνερσις,n,n-s---fn3v,ἐνερσέως,,,,,0
33516,ε07450,ἐνέρτερος,a,aps---mn1-,ἐνέρτερος ἐνέρτερα ἐνέρτερον,,,,,0
33517,ε07451,ἐνέρυθρος,a,aps---cn2-,ἐνέρυθρος ἐνέρυθρος ἐνέρυθρον,,,,,0
33518,ε07452,ἐνεσία,n,n-s---fn1l,ἐνεσίας,,,,,0
33519,ε07453,ἔνεσις,n,n-s---fn3v,ἐνεσέως,,,,,0
33520,ε07454,ἐνεστιάομαι,v,----------,,,,,,0
33521,ε07455,ἐνέστιος,a,aps---cn2-,ἐνέστιος ἐνέστιος ἐνέστιον,,,,,0
33522,ε07456,ἐνετέον,a,----------,,,,,,0
33524,ε07458,ἐνετήρ,n,n-s---mn3r,ἐνετῆρος,,,,,0
33525,ε07459,ἐνετήρια,n,n-p---nn2-,ἐνετηρίων,,,,,0
33526,ε07460,ἐνετός,a,aps---mn1-,ἐνετός ἐνετή ἐνετόν,,,,,0
33527,ε07461,ἐνευδαιμονέω,v,----------,,,,,,0
33528,ε07462,ἐνευδιάω,v,----------,,,,,,0
33529,ε07463,ἐνευδοκιμέω,v,----------,,,,,,0
33530,ε07464,ἐνεύδω,v,----------,,,,,,0
33531,ε07465,ἐνευεργετέω,v,----------,,,,,,0
33532,ε07466,ἐνευημερέω,v,----------,,,,,,0
33533,ε07467,ἐνευθηνέομαι,v,----------,,,,,,0
33534,ε07468,ἐνευκαιρέω,v,----------,,,,,,0
33535,ε07469,ἐνευλογέομαι,v,----------,,,,,,0
33536,ε07470,ἐνευνάζομαι,v,----------,,,,,,0
33537,ε07471,ἐνεύναιος,a,aps---cn2-,ἐνεύναιος ἐνεύναιος ἐνεύναιον,,,,,0
33538,ε07472,ἐνευπαθέω,v,----------,,,,,,0
33539,ε07473,ἐνευρίσκω,v,----------,,,,,,0
33540,ε07474,ἐνευστομέω,v,----------,,,,,,0
33541,ε07475,ἐνευσχημονέω,v,----------,,,,,,0
33542,ε07476,ἐνευσχολέω,v,----------,,,,,,0
33543,ε07477,ἐνευτυχέω,v,----------,,,,,,0
33544,ε07478,ἐνευφραίνομαι,v,----------,,,,,,0
33545,ε07479,ἐνεύχομαι,v,----------,,,,,,0
33546,ε07480,ἐνευωχέομαι,v,----------,,,,,,0
33547,ε07481,ἐνεφάλλομαι,v,----------,,,,,,0
33548,ε07482,ἐνεχθήσομαι,v,----------,,,,,,0
33549,ε07483,ἐνεχυράζω,v,----------,,,,,,0
33550,ε07484,ἐνεχυρασία,n,n-s---fn1l,ἐνεχυρασίας,,,,,0
33551,ε07485,ἐνεχύρασμα,n,n-s---nn3t,ἐνεχυράσματος,,,,,0
33552,ε07486,ἐνεχυρασμός,n,----------,,,,,,0
33553,ε07487,ἐνεχυραστής,n,n-s---mn1e,ἐνεχυραστού,,,,,0
33555,ε07489,ἐνεχυριάζω,v,----------,,,,,,0
33556,ε07490,ἐνεχυριμαῖον,n,----------,,,,,,0
33557,ε07491,ἐνεχύριος,a,aps---cn2-,ἐνεχύριος ἐνεχύριος ἐνεχύριον,,,,,0
33558,ε07492,ἐνέχυρον,n,n-s---nn2-,ἐνεχύρου,,,,,0
33559,ε07493,ἐνεχυρόω,v,----------,,,,,,0
33560,ε07494,ἐνεχύρωμα,n,n-s---nn3t,ἐνεχυρώματος,,,,,0
33561,ε07495,ἐνεχύρως,r,----------,,,,,,0
33563,ε07497,ἐνέψημα,n,n-s---nn3t,ἐνεψήματος,,,,,0
33564,ε07498,ἐνεψητέον,v,----------,,,,,,0
33565,ε07499,ἐνεψίημα,n,n-s---nn3t,ἐνεψιήματος,,,,,0
33566,ε07500,ἐνέψω,v,----------,,,,,,0
33567,ε07501,ἐνέωρα,r,----------,,,,,,0
33568,ε07502,ἐνέωσα,n,----------,,,,,,0
33569,ε07890,ἐνϝοικέω,v,----------,,,,,,0
33570,ε07503,ἐνζάω,v,----------,,,,,,0
33571,ε07504,ἐνζεύγνυμι,v,----------,,,,,,0
33572,ε07505,ἐνζέω,v,----------,,,,,,0
33573,ε07507,ἐνζύμιον,n,----------,,,,,,0
33574,ε07508,ἐνζωγραφέω,v,----------,,,,,,0
33575,ε07509,ἐνζώννυμι,v,----------,,,,,,0
33576,ε07506,ἔνζῳος,a,aps---cn2-,ἔνζῳος ἔνζῳος ἔνζῳον,,,,,0
33577,ε07510,ἔνη,n,----------,,,,,,0
33578,ε07511,ἐνηβάω,v,----------,,,,,,0
33579,ε07512,ἐνηβητήριον,n,n-s---nn2-,ἐνηβητηρίου,,,,,0
33581,ε07514,ἐνήδομαι,v,----------,,,,,,0
33582,ε07515,ἐνήδονος,a,aps---cn2-,ἐνήδονος ἐνήδονος ἐνήδονον,,,,,0
33583,ε07516,ἐνηδύνω,v,----------,,,,,,0
33584,ε07517,ἐνηδυπαθέω,v,----------,,,,,,0
33585,ε07518,ἐνηείη,n,n-s---fn1e,ἐνηείης,,,,,0
33586,ε07519,ἐνηής,a,aps---cn5s,ἐνηής ἐνηής ἐνηές,,,,,0
33587,ε07520,ἐνήκοντα,a,----------,,,,,,0
33588,ε07521,ἐνήκω,v,----------,,,,,,0
33589,ε07522,ἐνηλάσιον,n,n-s---nn2-,ἐνηλασίου,,,,,0
33590,ε07523,ἐνήλατον,n,n-s---nn2-,ἐνηλάτου,,,,,0
33591,ε07524,ἐνηλεγής,n,----------,,,,,,0
33592,ε07525,ἐνήλικος,a,aps---cn2-,ἐνήλικος ἐνήλικος ἐνήλικον,,,,,0
33593,ε07736,ἐνῆλιξ,n,n-s---mn3v,ἐνήλικος,,,,,0
33594,ε07526,ἐνηλιόομαι,v,----------,,,,,,0
33595,ε07527,ἐνηλλαγμένως,r,----------,,,,,,0
33596,ε07528,ἔνηλος,a,aps---cn2-,ἔνηλος ἔνηλος ἔνηλον,,,,,0
33597,ε07529,ἐνηλόω,v,----------,,,,,,0
33598,ε07530,ἐνηλύσιος,a,aps---cn2-,ἐνηλύσιος ἐνηλύσιος ἐνηλύσιον,,,/e.nɛː.lý.si.os/,,0
33599,ε07531,ἐνήλωσις,n,n-s---fn3v,ἐνηλωσέως,,,,,0
33600,ε07737,ἐνῆμαι,v,----------,,,,,,0
33601,ε07532,ἐνημερεύω,v,----------,,,,,,0
33602,ε07533,ἐνημμένος,a,aps---mn1-,ἐνημμένος ἐνημμένη ἐνημμένον,,,,,0
33603,ε07534,ἐνήνοθε,n,----------,,,,,,0
33604,ε07535,ἐνήνοχα,n,----------,,,,,,0
33605,ε07536,ἐνηρεμέω,v,----------,,,,,,0
33606,ε07537,ἑνήρης,a,aps---cn3s,ἑνήρης ἑνήρης ἑνή͂ρες,,,,,0
33607,ε07538,ἐνηρόσιον,n,n-s---nn2-,ἐνηροσίου,,,,,0
33608,ε07539,ἐνηρυθμοί,r,----------,,,,,,0
33609,ε07540,ἐνησυχάζω,v,----------,,,,,,0
33610,ε07541,ἐνήφαιστος,a,aps---cn2-,ἐνήφαιστος ἐνήφαιστος ἐνήφαιστον,,,,,0
33611,ε07542,ἐνηχέω,v,----------,,,,,,0
33612,ε07543,ἐνήχημα,n,n-s---nn3d,ἐνηχήματος,,,,,0
33613,ε07544,ἔνηχος,a,aps---cn2-,ἔνηχος ἔνηχος ἔνηχον,,,,,0
33614,ε07545,ἔνθα,r,----------,,,,,,0
33615,ε07546,ἐνθάδε,r,rp--------,ἐνθάδε,,,/en.tʰá.de/,,0
33616,ε07547,ἐνθαδί,r,----------,,,,,,0
33617,ε07548,ἐνθάδιος,a,aps---mn1-,ἐνθάδιος ἐνθάδια ἐνθάδιον,,,,,0
33618,ε07549,ἐνθακέω,v,----------,,,,,,0
33619,ε07550,ἐνθάκη,n,n-s---fn1e,ἐνθάκης,,,,,0
33620,ε07551,ἐνθάκησις,n,n-s---fn3v,ἐνθακησέως,,,,,0
33621,ε07552,ἐνθαλασσεύω,v,----------,,,,,,0
33622,ε07553,ἐνθαλάσσιος,a,aps---cn2-,ἐνθαλάσσιος ἐνθαλάσσιος ἐνθαλάσσιον,,,,,0
33623,ε07554,ἐνθάλασσος,a,aps---cn2-,ἐνθάλασσος ἐνθάλασσος ἐνθάλασσον,,,,,0
33624,ε07555,ἔνθαλλος,a,aps---cn2-,ἔνθαλλος ἔνθαλλος ἔνθαλλον,,,,,0
33625,ε07556,ἐνθάλλω,v,----------,,,,,,0
33626,ε07557,ἐνθάλπω,v,----------,,,,,,0
33627,ε07558,ἐνθανατόω,v,----------,,,,,,0
33628,ε07559,ἔνθαπερ,r,----------,,,,,,0
33629,ε07560,ἐνθάπτω,v,----------,,,,,,0
33630,ε07561,ἐνθαυθοῖ,n,----------,,,,,,0
33631,ε07562,ἐνθεάζω,v,----------,,,,,,0
33632,ε07563,ἐνθέακτος,n,----------,,,,,,0
33633,ε07564,ἐνθεάομαι,v,----------,,,,,,0
33635,ε07566,ἐνθεάτης,n,n-s---mn1e,ἐνθεάτου,,,,,0
33636,ε07567,ἔνθεμα,n,n-s---nn3t,ἐνθέματος,,,,,0
33637,ε07568,ἐνθεματίζω,v,----------,,,,,,0
33638,ε07569,ἐνθεμέλιοι,v,----------,,,,,,0
33639,ε07570,ἐνθέμεν,n,----------,,,,,,0
33640,ε07571,ἐνθέμιον,n,n-s---nn2-,ἐνθεμίου,,,,,0
33641,ε07572,ἔνθεν,r,rp--------,ἔνθεν,,,/én.tʰen/,,0
33642,ε07573,ἐνθεναρίζω,v,----------,,,,,,0
33643,ε07574,ἐνθένδε,r,----------,,,,,,0
33644,ε07575,ἐνθενδί,r,----------,,,,,,0
33645,ε07576,ἔνθενπερ,n,----------,,,,,,0
33646,ε07577,ἐνθεόομαι,v,----------,,,,,,0
33647,ε07578,ἔνθεος,a,aps---cn2-,ἔνθεος ἔνθεος ἔνθεον,,,/én.tʰe.os/,,0
33648,ε07579,ἐνθερίζω,v,----------,,,,,,0
33649,ε07580,ἐνθερμαίνω,v,----------,,,,,,0
33650,ε07581,ἔνθερμος,a,aps---cn2-,ἔνθερμος ἔνθερμος ἔνθερμον,,,,,0
33651,ε07582,ἐνθεσίδουλος,n,n-s---mn2-,ἐνθεσιδούλου,,,,,0
33652,ε07583,ἔνθεσις,n,n-s---fn3v,ἐνθεσέως,,,,,0
33653,ε07584,ἔνθεσμος,a,aps---cn2-,ἔνθεσμος ἔνθεσμος ἔνθεσμον,,,,,0
33654,ε07585,ἐνθετέον,v,----------,,,,,,0
33655,ε07586,ἐνθετικός,a,ap----m-1-,ἐνθετικός ἐνθετική ἐνθετικόν,,,/en.tʰe.ti.kós/,,0
33656,ε07587,ἔνθετος,a,aps---cn2-,ἔνθετος ἔνθετος ἔνθετον,,,,,0
33657,ε07588,ἐνθετταλίζομαι,v,----------,,,,,,0
33658,ε07589,ἐνθεωρέω,v,----------,,,,,,0
33659,ε07590,ἐνθηκάριος,n,n-s---mn2-,ἐνθηκαρίου,,,,,0
33660,ε07591,ἐνθήκη,n,n-s---fn1e,ἐνθήκης,,,/en.tʰɛ̌ː.kɛː/,,0
33661,ε07592,ἐνθηλυπαθέω,v,----------,,,,,,0
33662,ε07593,ἔνθημα,n,n-s---nn3t,ἐνθήματος,,,,,0
33663,ε07594,ἔνθηρος,a,aps---cn2-,ἔνθηρος ἔνθηρος ἔνθηρον,,,,,0
33664,ε07595,ἔνθινος,a,aps---cn2-,ἔνθινος ἔνθινος ἔνθινον,,,,,0
33665,ε07596,ἔνθινος,n,----------,,,,,,0
33666,ε07597,ἔνθλασις,n,n-s---fn3v,ἐνθλασέως,,,,,0
33667,ε07598,ἔνθλασμα,n,n-s---nn3t,ἐνθλάσματος,,,,,0
33668,ε07599,ἐνθλάω,v,----------,,,,,,0
33669,ε07600,ἐνθλίβω,v,----------,,,,,,0
33670,ε07601,ἐνθλιπτικός,a,aps---mn1-,ἐνθλιπτικός ἐνθλιπτική ἐνθλιπτικόν,,,,,0
33671,ε07602,ἔνθλιψις,n,n-s---fn3v,ἐνθλιψέως,,,,,0
33672,ε07603,ἐνθνήσκω,v,----------,,,,,,0
33673,ε07604,ἔνθορος,a,aps---cn2-,ἔνθορος ἔνθορος ἔνθορον,,,,,0
33674,ε07605,ἐνθορυβέω,v,----------,,,,,,0
33675,ε07606,ἔνθους,n,----------,,,,,,0
33676,ε07607,ἐνθουσία,n,n-s---fn1l,ἐνθουσίας,,,,,0
33677,ε07608,ἐνθουσιάζω,v,v1spia--1-,,,,,,0
33678,ε07609,ἐνθουσιασμός,n,n-s---mn2-,ἐνθουσιασμοῦ,,,/en.tʰoː.si.az.mós/,,0
33679,ε07610,ἐνθουσιαστής,n,n-s---mn1e,ἐνθουσιαστού,,,/en.tʰoː.si.as.tɛ̌ːs/,,0
33680,ε07611,ἐνθουσιαστικός,a,aps---mn1-,ἐνθουσιαστικός ἐνθουσιαστική ἐνθουσιαστικόν,,,,,0
33681,ε07612,ἐνθουσιάω,v,----------,,,,,,0
33682,ε07613,ἐνθουσιώδης,a,aps---cn3s,ἐνθουσιώδης ἐνθουσιώδης ἐνθουσιώ͂δες,,,,,0
33683,ε07614,ἐνθράσσω,v,----------,,,,,,0
33684,ε07615,ἐνθρηνέω,v,----------,,,,,,0
33750,ε07682,ἐνιθνήσκω,v,----------,,,,,,0
33762,ε07694,ἐνιλάσιμος,a,aps---cn2-,ἐνιλάσιμος ἐνιλάσιμος ἐνιλάσιμον,,,,,0
33787,ε07719,ἐνίστημι,v,----------,,,,,,0
33795,ε07727,ἐνιφέρβομαι,v,----------,,,,,,0
33807,ε07742,ἐνναετήρ,n,n-s---mn3r,ἐνναετῆρος,,,,,0
33823,ε07758,ἐννεάβοιος,a,aps---cn2-,ἐννεάβοιος ἐννεάβοιος ἐννεάβοιον,,,,,0
33837,ε07772,ἐννεακαιδεκάμηνος,a,aps---cn2-,ἐννεακαιδεκάμηνος ἐννεακαιδεκάμηνος ἐννεακαιδεκάμηνον,,,,,0
33839,ε07774,ἐννεακαιδεκαπλασίων,a,aps---cn3n,ἐννεακαιδεκαπλασίων ἐννεακαιδεκαπλασίων ἐννεακαιδεκαπλασίον,,,,,0
33865,ε07800,ἐννεάστεγος,a,aps---cn2-,ἐννεάστεγος ἐννεάστεγος ἐννεάστεγον,,,,,0
33879,ε07813,ἐννεαχῶς,n,----------,,,,,,0
33880,ε07815,ἐννεάψυχος,a,aps---cn2-,ἐννεάψυχος ἐννεάψυχος ἐννεάψυχον,,,,,0
33913,ε07846,ἐννοηματικός,a,aps---mn1-,ἐννοηματικός ἐννοηματική ἐννοηματικόν,,,,,0
33934,ε07866,ἐννυχεύω,v,----------,,,,,,0
33935,ε07867,ἐννύχιος,a,aps---mn1-,ἐννύχιος ἐννύχια ἐννύχιον,,aps---cn2-=ἐννύχιος aps---cn2-=ἐννύχιος aps---nn2-=ἐννύχιον,,,0
33958,ε07891,ἐνοικήσιμος,a,aps---cn2-,ἐνοικήσιμος ἐνοικήσιμος ἐνοικήσιμον,,,,,0
33986,ε07919,ἐνόμνυμαι,v,----------,,,,,,0
33987,ε07920,ἐνομόργνυμι,v,----------,,,,,,0
34002,ε07935,ἐνόρασις,n,n-s---fn3v,ἐνορασέως,,,,,0
34023,ε07956,ἔνορχος,a,aps---cn2-,ἔνορχος ἔνορχος ἔνορχον,,,,,0
34043,ε07976,ἐνοφθαλμιάζομαι,v,----------,,,,,,0
34055,ε07988,ἐνοχοποιός,a,aps---cn2-,ἐνοχοποιός ἐνοχοποιός ἐνοχοποιόν,,,,,0
34088,ε08024,ἔνσημος,a,aps---cn2-,ἔνσημος ἔνσημος ἔνσημον,,,,,0
34100,ε08036,ἐνσκηνοβατέομαι,v,----------,,,,,,0
34101,ε08037,ἔνσκηνος,a,aps---cn2-,ἔνσκηνος ἔνσκηνος ἔνσκηνον,,,,,0
34122,ε08057,ἐνσπέρματος,a,aps---cn2-,ἐνσπέρματος ἐνσπέρματος ἐνσπέρματον,,,,,0
34147,ε08082,ἐνστόμιος,a,aps---cn2-,ἐνστόμιος ἐνστόμιος ἐνστόμιον,,,,,0
34156,ε08091,ἐνστύφω,v,----------,,,,,,0
34157,ε08092,ἐνσυγκαταζέω,v,----------,,,,,,0
34172,ε08107,ἔνσχιστος,a,aps---cn2-,ἔνσχιστος ἔνσχιστος ἔνσχιστον,,,,,0
34198,ε08134,ἐντατικός,a,aps---mn1-,ἐντατικός ἐντατική ἐντατικόν,,,,,0
34211,ε08146,ἐντάφιος,a,aps---cn2-,ἐντάφιος ἐντάφιος ἐντάφιον,,,,,0
34217,ε08153,ἐντειχίδιος,a,aps---cn2-,ἐντειχίδιος ἐντειχίδιος ἐντειχίδιον,,,,,0
34243,ε08179,ἐντερικός,a,aps---mn1-,ἐντερικός ἐντερική ἐντερικόν,,,,,0
34263,ε08150,ἐντεῦθεν,r,rp--------,,,,,,0
34264,ε08199,ἐντευκτικός,a,aps---mn1-,ἐντευκτικός ἐντευκτική ἐντευκτικόν,,,,,0
34294,ε08230,ἐντοίχιος,a,aps---cn2-,ἐντοίχιος ἐντοίχιος ἐντοίχιον,,,,,0
34317,ε08254,ἐντορνία,n,n-s---fn1l,ἐντορνίας,,,,,0
34318,ε08255,ἔντορνος,a,aps---cn2-,ἔντορνος ἔντορνος ἔντορνον,,,,,0
34330,ε08269,ἐντρανής,a,aps---cn5s,ἐντρανής ἐντρανής ἐντρανές,,,,,0
34349,ε08288,ἔντρομος,a,aps---cn2-,ἔντρομος ἔντρομος ἔντρομον,,,,,0
34367,ε08306,ἐντρυφής,a,aps---cn5s,ἐντρυφής ἐντρυφής ἐντρυφές,,,,,0
34371,ε08310,ἐντυγχάνω,v,----------,,,,,,0
34392,ε08331,ἐντύχημα,n,n-s---nn3t,ἐντυχήματος,,,,,0
34425,ε08361,ἔνυπνος,a,aps---cn2-,ἔνυπνος ἔνυπνος ἔνυπνον,,,,,0
34428,ε08364,ἐνυπόγραφος,a,aps---cn2-,ἐνυπόγραφος ἐνυπόγραφος ἐνυπόγραφον,,,,,0
34454,ε08388,ἐνωμοτάρχης,n,n-s---mn1e,ἐνωμοτάρχου,,,/e.nɔː.mo.tár.kʰɛːs/,,0
