id,uri,lemma,pos,morpho,principal_parts,prosody,validated
42649,ε02714,εὑρεσίκακος,a,aps---cn2-,εὑρεσίκακος εὑρεσίκακος εὑρεσίκακον,εὑρεσίκακος,0
6988,α07610,ἀνάσπασμα,n,n-s---nn3t,ἀνασπάσματος,ἀνάσπασμα,0
42654,ε02720,εὑρετέος,a,aps---mn1-,εὑρετέος εὑρετέα εὑρετέον,εὑρετέος,0
42665,ε02751,εὑρησιεπής,a,aps---cn5s,εὑρησιεπής εὑρησιεπής εὑρησιεπές,εὑρησιεπής,0
42694,ε02791,εὔροος,a,aps---cn2-,εὔροος εὔροος εὔροον,εὔροος,0
42706,ε02801,εὐρυάγυια,a,----------,,εὐρυάγυια,0
42707,ε02802,εὐρυαίχμας,n,n-s---mn1a,εὐρυαίχμου,εὐρυαίχμας,0
42720,ε02816,εὐρύζυγος,a,aps---cn2-,εὐρύζυγος εὐρύζυγος εὐρύζυγον,εὐρύζυγος,0
42745,ε02839,εὐρύοδος,a,aps---cn2-,εὐρύοδος εὐρύοδος εὐρύοδον,εὐρύοδος,0
42754,ε02848,εὐρυρέεθρος,a,aps---cn2-,εὐρυρέεθρος εὐρυρέεθρος εὐρυρέεθρον,εὐρυρέεθρος,0
42770,ε02866,εὐρύτρητος,a,aps---cn2-,εὐρύτρητος εὐρύτρητος εὐρύτρητον,εὐρύτρητος,0
42798,ε02902,εὔρωστος,a,aps---cn2-,εὔρωστος εὔρωστος εὔρωστον,εὔρωστος,0
42804,ε02911,εὐσαβέω,v,----------,,εὐσαβέω,0
42835,ε03069,εὐσθενής,a,aps---cn5s,εὐσθενής εὐσθενής εὐσθενές,εὐσθενής,0
42854,ε03131,εὐσκόπελος,a,aps---cn2-,εὐσκόπελος εὐσκόπελος εὐσκόπελον,εὐσκόπελος,0
42868,ε03220,εὔσπλαγχνος,a,aps---cn2-,εὔσπλαγχνος εὔσπλαγχνος εὔσπλαγχνον,εὔσπλαγχνος,0
42888,ε03272,εὐστήρικτος,a,aps---cn2-,εὐστήρικτος εὐστήρικτος εὐστήρικτον,εὐστήρικτος,0
42901,ε03288,εὐστόρθυγξ,n,----------,,εὐστόρθυγξ,0
42945,ε03334,εὐσυνθεσία,n,n-s---fn1l,εὐσυνθεσίας,εὐσυνθεσία,0
42947,ε03336,εὐσύνθετος,a,aps---cn2-,εὐσύνθετος εὐσύνθετος εὐσύνθετον,εὐσύνθετος,0
42968,ε03373,εὔσχιστος,a,aps---cn2-,εὔσχιστος εὔσχιστος εὔσχιστον,εὔσχιστος,0
42988,ε03409,εὐτείχεος,a,aps---cn2-,εὐτείχεος εὐτείχεος εὐτείχεον,εὐτείχεος,0
42992,ε03413,εὔτειχος,a,aps---cn2-,εὔτειχος εὔτειχος εὔτειχον,εὔτειχος,0
43004,ε03425,εὐτερπής,a,aps---cn5s,εὐτερπής εὐτερπής εὐτερπές,εὐτερπής,0
43026,ε03447,εὔτονος,a,aps---cn2-,εὔτονος εὔτονος εὔτονον,εὔτονος,0
43042,ε03463,εὐτρεπής,a,aps---cn5s,εὐτρεπής εὐτρεπής εὐτρεπές,εὐτρεπής,0
43047,ε03468,εὔτρεπτος,a,aps---cn2-,εὔτρεπτος εὔτρεπτος εὔτρεπτον,εὔτρεπτος,0
43062,ε03483,εὐτροφής,a,aps---cn5s,εὐτροφής εὐτροφής εὐτροφές,εὐτροφής,0
43085,ε03507,εὐύαλος,a,aps---cn2-,εὐύαλος εὐύαλος εὐύαλον,εὐύαλος,0
43105,ε03527,εὐφαντασίωτος,a,aps---cn2-,εὐφαντασίωτος εὐφαντασίωτος εὐφαντασίωτον,εὐφαντασίωτος,0
43140,ε03562,εὐφραδής,a,aps---cn5s,εὐφραδής εὐφραδής εὐφραδές,εὐφραδής,0
43141,ε03563,εὐφραδίη,n,n-s---fn1e,εὐφραδίης,εὐφραδίη,0
42585,ε02641,εὔπρεπτος,a,aps---cn2-,εὔπρεπτος εὔπρεπτος εὔπρεπτον,εὔπρεπτος,0
7006,α07627,ἀνάστασις,n,n-s---fn3v,ἀναστάσεως,ἀνάστασις,0
33172,ε07107,ἐναφέψημα,n,n-s---nn3t,ἐναφεψήματος,ἐναφέψημα,0
16762,α00998,αὐτοθάνατος,n,----------,,αὐτοθάνατος,0
6967,α07589,ἀνασκέπτομαι,v,----------,,ἀνασκέπτομαι,0
43258,ε03683,εὐώλενος,a,aps---cn2-,εὐώλενος εὐώλενος εὐώλενον,εὐώλενος,0
43282,ε03706,εὐωχητικός,a,aps---mn1-,εὐωχητικός εὐωχητική εὐωχητικόν,εὐωχητικός,0
43298,ε14984,ἔφαλσις,n,n-s---fn3v,ἐφαλσέως,ἔφαλσις,0
43306,ε14991,ἔφαμμα,n,n-s---nn3t,ἐφάμματος,ἔφαμμα,0
43319,ε15004,ἐφαπτώδης,a,aps---cn3s,ἐφαπτώδης ἐφαπτώδης ἐφαπτώ͂δες,ἐφαπτώδης,0
43344,ε15029,ἐφείκοστα,n,n-p---nn2-,ἐφεικόστων,ἐφείκοστα,0
43367,ε15052,ἐφεπτακαιδέκατος,a,aps---cn2-,ἐφεπτακαιδέκατος ἐφεπτακαιδέκατος ἐφεπτακαιδέκατον,ἐφεπτακαιδέκατος,0
43408,ε15093,ἐφήβαρχος,n,n-s---mn2-,ἐφηβάρχου,ἐφήβαρχος,0
43413,ε15096,ἐφήβειος,a,aps---mn1-,ἐφήβειος ἐφήβεια ἐφήβειον,ἐφήβειος,0
43432,ε15115,ἐφηλώδης,a,aps---cn3s,ἐφηλώδης ἐφηλώδης ἐφηλώ͂δες,ἐφηλώδης,0
43454,ε15137,ἑφθήμερος,a,aps---cn2-,ἑφθήμερος ἑφθήμερος ἑφθήμερον,ἑφθήμερος,0
43462,ε15145,ἐφιαλτεία,n,n-s---fn1l,ἐφιαλτείας,ἐφιαλτεία,0
43464,ε15147,ἐφιαλτικός,a,aps---mn1-,ἐφιαλτικός ἐφιαλτική ἐφιαλτικόν,ἐφιαλτικός,0
43492,ε15175,ἐφίστασις,n,n-s---fn3v,ἐφιστασέως,ἐφίστασις,0
43515,ε15199,ἐφόλκαιον,n,n-s---nn2-,ἐφολκαίου,ἐφόλκαιον,0
43520,ε15204,ἐφομαρτέω,v,----------,,ἐφομαρτέω,0
43567,ε15249,ἐφυστερητικός,a,aps---mn1-,ἐφυστερητικός ἐφυστερητική ἐφυστερητικόν,ἐφυστερητικός,0
43577,ε15258,ἐχέγγυος,a,aps---cn2-,ἐχέγγυος ἐχέγγυος ἐχέγγυον,ἐχέγγυος,0
43582,ε15263,ἐχέθυμος,a,aps---cn2-,ἐχέθυμος ἐχέθυμος ἐχέθυμον,ἐχέθυμος,0
43598,ε15279,ἐχέσαρκος,a,aps---cn2-,ἐχέσαρκος ἐχέσαρκος ἐχέσαρκον,ἐχέσαρκος,0
43619,ε15300,ἐχθεσινός,a,aps---mn1-,ἐχθεσινός ἐχθεσινή ἐχθεσινόν,ἐχθεσινός,0
43630,ε15311,ἔχθος,n,n-s---nn3v,ἔχθεος,ἔχθος,0
43639,ε15320,ἐχθροδαίμων,a,aps---cn3n,ἐχθροδαίμων ἐχθροδαίμων ἐχθροδαίμον,ἐχθροδαίμων,0
43674,ε15354,ἐχινίσκος,n,n-s---mn2-,ἐχινίσκου,ἐχινίσκος,0
43682,ε15361,ἐχίτης,n,n-s---mn1e,ἐχίτου,ἐχίτης,0
43704,ε15384,ἑψηματώδης,a,aps---cn3s,ἑψηματώδης ἑψηματώδης ἑψηματώ͂δες,ἑψηματώδης,0
43733,ε09678,ἑῷος,a,aps---mn1-,ἑῷος ἑῷα ἑῷον,ἑῷος,0
43742,ζ00004,ζά,a,----------,,ζά,0
43743,ζ00001,ζᾶ,n,----------,,ζᾶ,0
43753,ζ00012,ζάδηλος,a,aps---cn2-,ζάδηλος ζάδηλος ζάδηλον,ζάδηλος,0
43777,ζ00035,ζαμενέω,v,----------,,ζαμενέω,0
43786,ζ00044,ζαπληθής,a,aps---cn5s,ζαπληθής ζαπληθής ζαπληθές,ζαπληθής,0
43802,ζ00062,ζαχρειής,r,----------,,ζαχρειής,0
43827,ζ00101,ζεοποίιον,n,n-s---nn2-,ζεοποιίου,ζεοποίιον,0
7029,α07650,ἀναστέφω,v,----------,,ἀναστέφω,0
33216,ε07151,ἑνδεκακρούματος,a,aps---cn2-,ἑνδεκακρούματος ἑνδεκακρούματος ἑνδεκακρούματον,ἑνδεκακρούματος,0
43240,ε03663,εὐχώρητος,a,aps---cn2-,εὐχώρητος εὐχώρητος εὐχώρητον,εὐχώρητος,0
7037,α07658,ἀναστοιχειωτικός,a,aps---mn1-,ἀναστοιχειωτικός ἀναστοιχειωτική ἀναστοιχειωτικόν,ἀναστοιχειωτικός,0
43960,ζ00241,ζοφοείδελος,a,aps---cn2-,ζοφοείδελος ζοφοείδελος ζοφοείδελον,ζοφοείδελος,0
43971,ζ00261,ζυγάδιον,n,n-s---nn2-,ζυγαδίου,ζυγάδιον,0
43976,ζ00266,ζύγαστρον,n,n-s---nn2-,ζυγάστρου,ζύγαστρον,0
43989,ζ00279,ζύγιος,a,aps---mn1-,ζύγιος ζύγια ζύγιον,ζύγιος,0
44024,ζ00314,ζυγώδης,a,aps---cn3s,ζυγώδης ζυγώδης ζυγώ͂δες,ζυγώδης,0
44027,ζ00317,ζύγωσις,n,n-s---fn3v,ζυγωσέως,ζύγωσις,0
44033,ζ00323,ζυμήεις,a,aps---mn4i,ζυμήεις ζυμήεσσα ζυμήεν,ζυμήεις,0
44050,ζ00339,ζυτοπώλιον,n,n-s---nn2-,ζυτοπωλίου,ζυτοπώλιον,0
44069,ζ00356,ζωγραφητός,a,aps---mn1-,ζωγραφητός ζωγραφητή ζωγραφητόν,ζωγραφητός,0
44084,ζ00372,ζωγύς,n,----------,,ζωγύς,0
44122,ζ00399,ζωμοποιός,a,aps---cn2-,ζωμοποιός ζωμοποιός ζωμοποιόν,ζωμοποιός,0
44137,ζ00414,ζωνοφόρος,a,aps---cn2-,ζωνοφόρος ζωνοφόρος ζωνοφόρον,ζωνοφόρος,0
44140,ζ00217,ζῳογενής,a,aps---cn5s,ζῳογενής ζῳογενής ζῳογενές,ζῳογενής,0
44166,ζ00438,ζωοποιητικός,a,aps---mn1-,ζωοποιητικός ζωοποιητική ζωοποιητικόν,ζωοποιητικός,0
44186,ζ00235,ζῳόφαγος,a,aps---cn2-,ζῳόφαγος ζῳόφαγος ζῳόφαγον,ζῳόφαγος,0
44194,ζ00452,ζώπισσα,n,n-s---fn1s,ζώπισσας,ζώπισσα,0
44207,ζ00465,ζωροπότης,n,n-s---mn1e,ζωροπότου,ζωροπότης,0
44255,η00017,ἡβητήρ,n,n-s---mn3r,ἡβητῆρος,ἡβητήρ,0
44259,η00021,ἡβητικός,a,aps---mn1-,ἡβητικός ἡβητική ἡβητικόν,ἡβητικός,0
44289,η00051,ἡγηλατέω,v,----------,,ἡγηλατέω,0
44300,η00060,ἡγητικός,a,aps---mn1-,ἡγητικός ἡγητική ἡγητικόν,ἡγητικός,0
44313,η00076,ἠδελφιδμένως,r,----------,,ἠδελφιδμένως,0
44320,η00083,ἡδονικός,a,aps---mn1-,ἡδονικός ἡδονική ἡδονικόν,ἡδονικός,0
44336,η00097,ἡδύθροος,a,aps---cn2-,ἡδύθροος ἡδύθροος ἡδύθροον,ἡδύθροος,0
44364,η00124,ἡδύοινος,a,aps---cn2-,ἡδύοινος ἡδύοινος ἡδύοινον,ἡδύοινος,0
44366,η00126,ἡδύοσμος,a,aps---cn2-,ἡδύοσμος ἡδύοσμος ἡδύοσμον,ἡδύοσμος,0
44371,η00131,ἡδυπαθής,a,aps---cn5s,ἡδυπαθής ἡδυπαθής ἡδυπαθές,ἡδυπαθής,0
44416,η00175,ἠερόφοιτος,a,aps---cn2-,ἠερόφοιτος ἠερόφοιτος ἠερόφοιτον,ἠερόφοιτος,0
44428,η00192,ἤθησις,n,n-s---fn3v,ἠθησέως,ἤθησις,0
44442,η00207,ἠθόλογος,a,aps---cn2-,ἠθόλογος ἠθόλογος ἠθόλογον,ἠθόλογος,0
44466,η00234,ἥκιστος,a,aps---mn1-,ἥκιστος ἡκίστη ἥκιστον,ἥκιστος,0
44474,η00241,ἠλακάτη,n,n-s---fn1s,,ἠλακάτη,0
44482,,Ἠλειακός,a,aps---mn1-,Ἠλειακός Ἠλειακή Ἠλειακόν,Ἠλειακός,0
43860,ζ00132,ζευγότροφος,a,aps---cn2-,ζευγότροφος ζευγότροφος ζευγότροφον,ζευγότροφος,0
33266,ε07201,ἐνδιάβολος,a,aps---cn2-,ἐνδιάβολος ἐνδιάβολος ἐνδιάβολον,ἐνδιάβολος,0
43930,ζ00187,ζητηματικός,a,aps---mn1-,ζητηματικός ζητηματική ζητηματικόν,ζητηματικός,0
7051,α07672,ἀνάστρεμμα,n,n-s---nn3t,ἀναστρέμματος,ἀνάστρεμμα,0
7061,α07682,ἀνάστροφος,a,aps---cn2-,ἀνάστροφος ἀνάστροφος ἀνάστροφον,ἀνάστροφος,0
44577,η00330,ἠλιτοεργός,a,aps---cn2-,ἠλιτοεργός ἠλιτοεργός ἠλιτοεργόν,ἠλιτοεργός,0
44595,η00348,ἡλοπαγής,a,aps---cn5s,ἡλοπαγής ἡλοπαγής ἡλοπαγές,ἡλοπαγής,0
44623,η00376,ἡμεδαπός,a,aps---mn1-,ἡμεδαπός ἡμεδαπή ἡμεδαπόν,ἡμεδαπός,0
44634,η00384,ἡμέρευσις,n,n-s---fn3v,ἡμερευσέως,ἡμέρευσις,0
44670,η00420,ἥμερος,a,aps---cn2-,ἥμερος ἥμερος ἥμερον,ἥμερος,0
44682,η00432,ἡμεροφύλαξ,n,----------,,ἡμεροφύλαξ,0
44691,η00442,ἡμετέρειος,a,aps---cn2-,ἡμετέρειος ἡμετέρειος ἡμετέρειον,ἡμετέρειος,0
44720,η00471,ἡμιγένειος,a,aps---cn2-,ἡμιγένειος ἡμιγένειος ἡμιγένειον,ἡμιγένειος,0
44732,η00483,ἡμιδαπής,a,aps---cn5s,ἡμιδαπής ἡμιδαπής ἡμιδαπές,ἡμιδαπής,0
44738,η00489,ἡμιδιπλοί̈διον,n,n-s---nn2-,ἡμιδιπλοϊδίου,ἡμιδιπλοί̈διον,0
44782,η00532,ἡμίκλαστος,a,aps---cn2-,ἡμίκλαστος ἡμίκλαστος ἡμίκλαστον,ἡμίκλαστος,0
44783,η00533,ἡμίκλειστος,a,aps---cn2-,ἡμίκλειστος ἡμίκλειστος ἡμίκλειστον,ἡμίκλειστος,0
44813,η00563,ἡμίλαμπρος,a,aps---cn2-,ἡμίλαμπρος ἡμίλαμπρος ἡμίλαμπρον,ἡμίλαμπρος,0
44831,η00581,ἡμιμέθυσος,a,aps---cn2-,ἡμιμέθυσος ἡμιμέθυσος ἡμιμέθυσον,ἡμιμέθυσος,0
44867,η00616,ἡμιονικός,a,aps---mn1-,ἡμιονικός ἡμιονική ἡμιονικόν,ἡμιονικός,0
44882,η00631,ἡμιπέπειρος,a,aps---cn2-,ἡμιπέ<πε>ιρος ἡμιπέ<πε>ιρος ἡμιπέ<πε>ιρον,ἡμιπέπειρος,0
44896,η00645,ἡμιπλήρης,a,aps---cn3s,ἡμιπλήρης ἡμιπλήρης ἡμιπλή͂ρες,ἡμιπλήρης,0
44931,η00680,ἡμίσικλον,n,n-s---nn2-,ἡμισίκλου,ἡμίσικλον,0
44935,η00683,ἡμίσοφος,a,aps---cn2-,ἡμίσοφος ἡμίσοφος ἡμίσοφον,ἡμίσοφος,0
44962,η00711,ἡμιταλαντιαῖος,a,aps---mn1-,ἡμιταλαντιαῖος ἡμιταλαντιαῖα ἡμιταλαντιαῖον,ἡμιταλαντιαῖος,0
44979,η00728,ἡμιτόνιον,n,n-s---nn2-,ἡμιτονίου,ἡμιτόνιον,0
44981,η00730,ἡμιτριβής,a,aps---cn5s,ἡμιτριβής ἡμιτριβής ἡμιτριβές,ἡμιτριβής,0
45003,η00752,ἡμίφλεκτος,a,aps---cn2-,ἡμίφλεκτος ἡμίφλεκτος ἡμίφλεκτον,ἡμίφλεκτος,0
45028,η00777,ἡμίψυκτος,a,aps---cn2-,ἡμίψυκτος ἡμίψυκτος ἡμίψυκτον,ἡμίψυκτος,0
45064,η00811,ἡνιοποιεῖον,n,n-s---nn2-,ἡνιοποιείου,ἡνιοποιεῖον,0
45076,η00823,ἡνιοχητικός,a,aps---mn1-,ἡνιοχητικός ἡνιοχητική ἡνιοχητικόν,ἡνιοχητικός,0
45087,η00834,ἤνυστρον,n,n-s---nn2-,ἠνύστρου,ἤνυστρον,0
45093,η00842,ἠοῖος,a,aps---mn1-,ἠοῖος ἠοῖα ἠοῖον,ἠοῖος,0
45104,η00851,ἡπατικός,a,aps---mn1-,ἡπατικός ἡπατική ἡπατικόν,ἡπατικός,0
44528,η00291,ἡλιόβατος,a,aps---cn2-,ἡλιόβατος ἡλιόβατος ἡλιόβατον,ἡλιόβατος,0
33327,ε07260,ἐνδογενής,a,aps---cn5s,ἐνδογενής ἐνδογενής ἐνδογενές,ἐνδογενής,0
44559,,Ἡλιοσκόπιος,a,aps---cn2-,Ἡλιοσκόπιος Ἡλιοσκόπιος Ἡλιοσκόπιον,Ἡλιοσκόπιος,0
7073,α07694,ἀνασφαδάζω,v,----------,,ἀνασφαδάζω,0
84013,π11048,προκλησία,n,n-s---fn1l,προκλησίας,προκλησία,0
45233,η00964,ἡρωίαμβος,n,n-s---mn2-,ἡρωιάμβου,ἡρωίαμβος,0
45259,η00985,ἠσκημένως,r,----------,,ἠσκημένως,0
45261,η00987,ἧσσα,n,----------,,ἧσσα,0
45266,η00992,ἡστικός,a,aps---mn1-,ἡστικός ἡστική ἡστικόν,ἡστικός,0
45292,η01017,ἠτριαῖος,a,aps---mn1-,ἠτριαῖος ἠτριαῖα ἠτριαῖον,ἠτριαῖος,0
45317,η01030,ἠχέεις,a,aps---mn4i,ἠχέεις ἠχέεσσα ἠχέεν,ἠχέεις,0
45335,η01049,ἠχώδης,a,aps---cn3s,ἠχώδης ἠχώδης ἠχώ͂δες,ἠχώδης,0
45351,θ00008,θαιραῖος,a,aps---mn1-,θαιραῖος θαιραῖα θαιραῖον,θαιραῖος,0
45377,θ00033,θαλαμίτης,a,----------,,θαλαμίτης,0
45379,θ00035,θαλαμοποιός,a,aps---cn2-,θαλαμοποιός θαλαμοποιός θαλαμοποιόν,θαλαμοποιός,0
45391,θ00047,θαλάσσιος,a,aps---mn1-,θαλάσσιος θαλάσσια θαλάσσιον,θαλάσσιος,0
45417,θ00073,θαλασσόπλοος,a,aps---cn2-,θαλασσόπλοος θαλασσόπλοος θαλασσόπλοον,θαλασσόπλοος,0
45422,θ00078,θαλασσόπρασον,n,n-s---nn2-,θαλασσοπράσου,θαλασσόπρασον,0
45423,θ00079,θαλασσόσημος,a,aps---cn2-,θαλασσόσημος θαλασσόσημος θαλασσόσημον,θαλασσόσημος,0
45448,θ00104,θάλλινος,a,aps---mn1-,θάλλινος θαλλίνη θάλλινον,θάλλινος,0
45477,θ00133,θαμβαλέος,a,aps---mn1-,θαμβαλέος θαμβαλέα θαμβαλέον,θαμβαλέος,0
45496,θ00151,θαμνοειδής,a,aps---cn5s,θαμνοειδής θαμνοειδής θαμνοειδές,θαμνοειδής,0
45517,θ00173,θανατοποιός,a,aps---cn2-,θανατοποιός θανατοποιός θανατοποιόν,θανατοποιός,0
45531,θ00187,θαράπηνα,n,n-s---fn1s,θαράπηνας,θαράπηνα,0
45560,θ00210,θαυμαλέος,a,aps---mn1-,θαυμαλέος θαυμαλέα θαυμαλέον,θαυμαλέος,0
45583,θ00233,θαυματουργός,a,aps---cn2-,θαυματουργός θαυματουργός θαυματουργόν,θαυματουργός,0
45597,θ00250,θεαίτητος,a,aps---cn2-,θεαίτητος θεαίτητος θεαίτητον,θεαίτητος,0
45620,θ00273,θεατροειδής,a,aps---cn5s,θεατροειδής θεατροειδής θεατροειδές,θεατροειδής,0
45639,θ00292,θεηγενής,a,aps---cn5s,θεηγενής θεηγενής θεηγενές,θεηγενής,0
45642,θ00295,θεηδόχος,a,aps---cn2-,θεηδόχος θεηδόχος θεηδόχον,θεηδόχος,0
45684,θ00331,θειοπαγής,a,aps---cn5s,θειοπαγής θειοπαγής θειοπαγές,θειοπαγής,0
45696,θ00340,θειώδης,a,aps---cn3s,θειώδης θειώδης θειώ͂δες,θειώδης,0
45716,θ00360,θελκτήριος,a,aps---cn2-,θελκτήριος θελκτήριος θελκτήριον,θελκτήριος,0
45739,θ00383,θεμελιακός,a,aps---mn1-,θεμελιακός θεμελιακή θεμελιακόν,θεμελιακός,0
45748,θ00393,θεμερόφρων,a,aps---cn3n,θεμερόφρων θεμερόφρων θεμερόφρον,θεμερόφρων,0
45752,θ00397,θεμίξενος,a,aps---cn2-,θεμίξενος θεμίξενος θεμίξενον,θεμίξενος,0
45137,η00884,ἠπίαλος,n,n-s---mn2-,ἠπιάλου,ἠπίαλος,0
33373,ε07308,ἐνδοχεῖον,n,n-s---nn2-,ἐνδοχείου,ἐνδοχεῖον,0
99616,τ01627,τηνῶθεν,r,----------,,τηνῶθεν,0
45200,η00933,ἦρι,r,rp--------,ἦρι,ἦρι,0
7081,α07702,ἀνασχετικός,a,aps---mn1-,ἀνασχετικός ἀνασχετική ἀνασχετικόν,ἀνασχετικός,0
45846,θ00493,θεολογικός,a,aps---mn1-,θεολογικός θεολογική θεολογικόν,θεολογικός,0
45850,θ00497,θεομανής,a,aps---cn5s,θεομανής θεομανής θεομανές,θεομανής,0
45862,θ00509,θεομήτωρ,n,n-s---fn3r,θεομήτορος,θεομήτωρ,0
45869,θ00516,θεομόριος,a,aps---mn1-,θεομόριος θεομόρια θεομόριον,θεομόριος,0
45899,θ00548,θεόπομπος,a,aps---cn2-,θεόπομπος θεόπομπος θεόπομπον,θεόπομπος,0
45903,θ00552,θεόπρεπτος,a,aps---cn2-,θεόπρεπτος θεόπρεπτος θεόπρεπτον,θεόπρεπτος,0
45925,θ00577,θεοσεβής,a,aps---cn5s,θεοσεβής θεοσεβής θεοσεβές,θεοσεβής,0
45947,θ00600,θεότευκτος,a,aps---cn2-,θεότευκτος θεότευκτος θεότευκτον,θεότευκτος,0
45957,θ00610,θεουργίασμα,n,n-s---nn3t,θεουργιάσματος,θεουργίασμα,0
45972,θ00625,θεόφιλος,a,aps---cn2-,θεόφιλος θεόφιλος θεόφιλον,θεόφιλος,0
45991,θ00643,θεοχόλωτος,a,aps---cn2-,θεοχόλωτος θεοχόλωτος θεοχόλωτον,θεοχόλωτος,0
45998,θ00650,θεράπευμα,n,n-s---nn3t,θεραπεύματος,θεράπευμα,0
46002,θ00654,θεραπευτήρ,n,n-s---mn3r,θεραπευτῆρος,θεραπευτήρ,0
46023,θ00675,θερείαυλος,a,aps---cn2-,θερείαυλος θερείαυλος θερείαυλον,θερείαυλος,0
46049,θ00701,θερίτροπος,a,aps---cn2-,θερίτροπος θερίτροπος θερίτροπον,θερίτροπος,0
46080,θ00732,θερμοειδής,a,aps---cn5s,θερμοειδής θερμοειδής θερμοειδές,θερμοειδής,0
46100,θ00751,θερμοπύλαι,a,----------,,θερμοπύλαι,0
46101,θ00752,θερμοπώλιον,n,n-s---nn2-,θερμοπωλίου,θερμοπώλιον,0
46122,θ00774,θερσιεπής,a,aps---cn5s,θερσιεπής θερσιεπής θερσιεπές,θερσιεπής,0
46152,θ00805,θεσπεσιότης,n,n-s---fn3t,θεσπεσιότητος,θεσπεσιότης,0
46153,θ00806,θεσπιαοιδός,a,aps---cn2-,θεσπιαοιδός θεσπιαοιδός θεσπιαοιδόν,θεσπιαοιδός,0
46200,θ00839,θεωρηματικός,a,aps---mn1-,θεωρηματικός θεωρηματική θεωρηματικόν,θεωρηματικός,0
46208,θ00847,θεωρητός,a,aps---mn1-,θεωρητός θεωρητή θεωρητόν,θεωρητός,0
46221,,Θηβαγενής,a,aps---cn5s,Θηβαγενής Θηβαγενής Θηβαγενές,Θηβαγενής,0
46238,θ00871,θηκαῖος,a,aps---mn1-,θηκαῖος θηκαῖα θηκαῖον,θηκαῖος,0
46265,θ00899,θηλυδριώδης,a,aps---cn3s,θηλυδριώδης θηλυδριώδης θηλυδριώ͂δες,θηλυδριώδης,0
46278,θ00911,θηλύνοος,a,aps---cn2-,θηλύνοος θηλύνοος θηλύνοον,θηλύνοος,0
46320,θ00948,θήρα,n,n-s---fn1l,θήρας,θήρα,0
46323,θ00951,θήραγρος,a,aps---cn2-,θήραγρος θήραγρος θήραγρον,θήραγρος,0
46371,θ00997,θηριομάχης,a,----------,,θηριομάχης,0
46375,θ01001,θηριόμορφος,a,aps---cn2-,θηριόμορφος θηριόμορφος θηριόμορφον,θηριόμορφος,0
45794,θ00440,θεοδήλητος,a,aps---cn2-,θεοδήλητος θεοδήλητος θεοδήλητον,θεοδήλητος,0
33436,ε07370,ἐνειμένος,a,aps---mn1-,ἐνειμένος ἐνειμένη ἐνειμένον,ἐνειμένος,0
33472,ε07406,ἐνεορτάζω,v,----------,,ἐνεορτάζω,0
45800,θ00446,θεοδόσιος,a,aps---cn2-,θεοδόσιος θεοδόσιος θεοδόσιον,θεοδόσιος,0
46468,θ01083,θιασιτικός,a,aps---mn1-,θιασιτικός θιασιτική θιασιτικόν,θιασιτικός,0
7098,α07718,ἀνατατικός,a,aps---mn1-,ἀνατατικός ἀνατατική ἀνατατικόν,ἀνατατικός,0
7119,α07739,ἀνατμήγω,v,----------,,ἀνατμήγω,0
46484,θ01098,θιμβρός,a,aps---mn1-,θιμβρός θιμβρά θιμβρόν,θιμβρός,0
46506,θ01121,θλιβώδης,a,aps---cn3s,θλιβώδης θλιβώδης θλιβώ͂δες,θλιβώδης,0
46530,θ01152,θοιναρμόστρια,n,n-s---fn1s,θοιναρμόστριας,θοιναρμόστρια,0
46533,θ01155,θοινατικός,a,aps---mn1-,θοινατικός θοινατική θοινατικόν,θοινατικός,0
46558,θ01180,θοραῖος,a,aps---mn1-,θοραῖος θοραῖα θοραῖον,θοραῖος,0
46587,θ01208,θούριος,a,aps---mn1-,θούριος θούρια θούριον,θούριος,0
46632,θ01242,θρασυμέμνων,a,aps---cn3n,θρασυμέμνων θρασυμέμνων θρασυμέμνον,θρασυμέμνων,0
46640,θ01250,θρασύπονος,a,aps---cn2-,θρασύπονος θρασύπονος θρασύπονον,θρασύπονος,0
46666,θ01269,θραυστήριος,a,aps---mn1-,θραυστήριος θραυστήρια θραυστήριον,θραυστήριος,0
46686,θ01288,θρεπτικός,a,aps---mn1-,θρεπτικός θρεπτική θρεπτικόν,θρεπτικός,0
46692,θ01294,θρέττε,n,----------,,θρέττε,0
46703,θ01310,θρηνητήριος,a,aps---cn2-,θρηνητήριος θρηνητήριος θρηνητήριον,θρηνητήριος,0
46726,θ01323,θρησκευτήριον,n,n-s---nn2-,θρησκευτηρίου,θρησκευτήριον,0
46748,θ01342,θριγκόω,v,----------,,θριγκόω,0
46779,θ01377,θρομβοειδής,a,aps---cn5s,θρομβοειδής θρομβοειδής θρομβοειδές,θρομβοειδής,0
46802,θ01430,θρυῖτις,n,n-s---fn3d,θρυίτιδος,θρυῖτις,0
46805,θ01407,θρυλητής,n,n-s---mn1e,θρυλητού,θρυλητής,0
46821,θ01423,θρυοπώλιον,n,n-s---nn2-,θρυοπωλίου,θρυοπώλιον,0
46847,θ01454,θυγατερεί̈ς,n,n-s---fn3d,θυγατερειίδος,θυγατερεί̈ς,0
46859,θ01466,θυγατρότεκνον,n,n-s---nn2-,θυγατροτέκνου,θυγατρότεκνον,0
46863,θ01471,θυέλλειος,a,aps---mn1-,θυέλλειος θυέλλεια θυέλλειον,θυέλλειος,0
